Age Range,Outcome,Gender,Datetime,Removal of more than outer clothing,Officer Defined Ethnicity,Object of Search,Latitude,Location,Longitude
over 34,Arrest,Male,2022-09-23T10:10:00+00:00,,Other,Controlled drugs,51.595972,On or near Heritage Avenue,-0.242766
,A no further action disposal,Male,2022-09-23T15:33:00+00:00,,White,Controlled drugs,51.601773,On or near ,-0.268366
over 34,A no further action disposal,Male,2022-09-23T13:33:00+00:00,,Asian,Controlled drugs,51.601773,On or near ,-0.268366
over 34,Arrest,Male,2022-09-23T16:55:00+00:00,,White,Controlled drugs,51.601773,On or near ,-0.268366
25-34,A no further action disposal,Male,2022-09-24T07:25:00+00:00,,White,Controlled drugs,51.599585,On or near Pocklington Close,-0.251059
,A no further action disposal,Male,2022-09-24T10:40:00+00:00,,White,Controlled drugs,51.596492,On or near Chancellor Place,-0.244478
25-34,A no further action disposal,Female,2022-09-24T12:30:00+00:00,,White,Offensive weapons,51.580975,On or near Brent Street,-0.211981
25-34,A no further action disposal,Male,2022-09-24T13:05:00+00:00,,Black,Controlled drugs,51.602715,On or near Trevor Road,-0.257148
,A no further action disposal,Male,2022-09-24T15:15:00+00:00,,Asian,Stolen goods,51.608655,On or near Garratt Road,-0.277009
10-17,Arrest,Male,2022-09-24T21:02:00+00:00,,White,Offensive weapons,51.590848,On or near Fuller Street,-0.224326
,A no further action disposal,Male,2022-09-22T16:57:00+00:00,,White,Stolen goods,51.602290,On or near Albert Place,-0.193368
18-24,Arrest,Male,2022-09-24T20:10:00+00:00,,White,Stolen goods,51.589405,On or near ,-0.221369
over 34,Arrest,Female,2022-09-24T20:10:00+00:00,,White,Stolen goods,51.589405,On or near ,-0.221369
over 34,Arrest,Male,2022-09-24T20:10:00+00:00,,White,Stolen goods,51.589405,On or near ,-0.221369
10-17,Arrest,Male,2022-09-24T20:10:00+00:00,,White,Stolen goods,51.589405,On or near ,-0.221369
,A no further action disposal,Male,2022-09-24T00:19:00+00:00,,Other,Stolen goods,51.625839,On or near Barfield Avenue,-0.159665
over 34,A no further action disposal,Male,2022-09-24T10:00:00+00:00,,White,Offensive weapons,51.643093,On or near Barons Gate,-0.163548
over 34,A no further action disposal,Male,2022-09-25T09:50:00+00:00,,White,Controlled drugs,51.599803,On or near Tangmere Way,-0.248812
18-24,Community resolution,Male,2022-09-25T13:58:00+00:00,,Asian,Articles for use in criminal damage,51.650364,On or near Belmont Close,-0.151242
over 34,A no further action disposal,Female,2022-09-26T11:40:00+00:00,,Other,Stolen goods,51.608123,On or near Canons Park,-0.294749
25-34,Community resolution,Male,2022-09-27T07:15:00+00:00,,White,Controlled drugs,51.638280,On or near Barnet Lane,-0.198253
over 34,A no further action disposal,Male,2022-09-21T21:40:00+00:00,,White,Controlled drugs,51.574348,On or near Beechcroft Avenue,-0.199628
25-34,A no further action disposal,Male,2022-09-27T07:20:00+00:00,,White,Controlled drugs,51.638280,On or near Barnet Lane,-0.198253
over 34,A no further action disposal,Male,2022-09-15T12:30:00+00:00,,White,Stolen goods,51.611339,On or near ,-0.143675
over 34,Arrest,Male,2022-09-27T00:41:00+00:00,,Asian,Stolen goods,51.621908,On or near Brockley Hill,-0.292904
10-17,A no further action disposal,Male,2022-09-27T15:15:00+00:00,,White,Controlled drugs,51.602290,On or near Albert Place,-0.193368
over 34,A no further action disposal,Male,2022-09-27T22:10:00+00:00,,Black,Offensive weapons,51.547232,On or near Poplars Avenue,-0.224755
18-24,A no further action disposal,Male,2022-09-28T01:30:00+00:00,,White,Offensive weapons,51.602715,On or near Trevor Road,-0.257148
over 34,A no further action disposal,Male,2022-09-25T09:41:00+00:00,,White,Controlled drugs,51.599803,On or near Tangmere Way,-0.248812
over 34,A no further action disposal,Male,2022-09-27T19:39:00+00:00,,Asian,Offensive weapons,51.650727,On or near ,-0.214148
25-34,A no further action disposal,Male,2022-09-28T15:15:00+00:00,,White,Controlled drugs,51.639673,On or near Walfield Avenue,-0.181289
18-24,A no further action disposal,Male,2022-09-28T15:00:00+00:00,,Black,Controlled drugs,51.600060,On or near Holbeach Close,-0.251531
,A no further action disposal,Male,2022-09-28T15:20:00+00:00,,Black,Controlled drugs,51.601140,On or near Lanacre Avenue,-0.250999
25-34,A no further action disposal,Male,2022-09-28T15:09:00+00:00,,Black,Controlled drugs,51.600060,On or near Holbeach Close,-0.251531
over 34,A no further action disposal,Male,2022-09-28T18:05:00+00:00,,White,Controlled drugs,51.602715,On or near Trevor Road,-0.257148
over 34,A no further action disposal,Male,2022-09-28T18:05:00+00:00,,White,Controlled drugs,51.602715,On or near Trevor Road,-0.257148
,A no further action disposal,Male,2022-09-28T15:21:00+00:00,,Black,Controlled drugs,51.603316,On or near Pageant Avenue,-0.254049
25-34,A no further action disposal,Male,2022-09-28T18:20:00+00:00,,White,Controlled drugs,51.602715,On or near Trevor Road,-0.257148
25-34,A no further action disposal,Male,2022-09-28T21:45:00+00:00,,Asian,Controlled drugs,51.616249,On or near Wiltshire Close,-0.243340
over 34,Arrest,Male,2022-09-28T18:00:00+00:00,,White,Controlled drugs,51.602715,On or near Trevor Road,-0.257148
25-34,A no further action disposal,Male,2022-09-28T16:08:00+00:00,,Black,Controlled drugs,51.609929,On or near Deans Close,-0.265234
10-17,A no further action disposal,Male,2022-09-28T14:33:00+00:00,,Asian,Offensive weapons,51.596989,On or near Raven Close,-0.247043
25-34,Arrest,Male,2022-09-28T18:02:00+00:00,,Black,Controlled drugs,51.602715,On or near Trevor Road,-0.257148
25-34,A no further action disposal,Male,2022-09-28T14:58:00+00:00,,White,Fireworks,51.601701,On or near Gaydon Lane,-0.253042
18-24,Arrest,Male,2022-09-20T17:00:00+00:00,,Black,Controlled drugs,51.600442,On or near Marham Drive,-0.253047
25-34,Arrest,Male,2022-09-27T12:40:00+00:00,,White,Stolen goods,51.577668,On or near Park Road,-0.231666
25-34,A no further action disposal,Female,2022-09-28T20:20:00+00:00,,Black,Controlled drugs,51.615512,On or near Marion Road,-0.237952
,A no further action disposal,Male,2022-09-28T21:27:00+00:00,,Black,Controlled drugs,51.616508,On or near Clarence Court,-0.245641
25-34,Community resolution,Male,2022-09-29T13:15:00+00:00,,Black,Controlled drugs,51.610499,On or near Holmdene Avenue,-0.236485
over 34,A no further action disposal,Male,2022-09-29T20:00:00+00:00,,White,Stolen goods,51.596492,On or near Chancellor Place,-0.244478
over 34,A no further action disposal,Male,2022-09-29T19:39:00+00:00,,White,Controlled drugs,51.600908,On or near Back Lane,-0.266920
25-34,A no further action disposal,Male,2022-09-29T14:20:00+00:00,,Black,Controlled drugs,51.557290,On or near ,-0.215314
over 34,A no further action disposal,Male,2022-09-29T17:47:00+00:00,,Asian,Firearms,51.581960,On or near A41,-0.227068
over 34,A no further action disposal,Female,2022-09-30T04:30:00+00:00,,White,Stolen goods,51.596275,On or near Cyprus Road,-0.201028
25-34,A no further action disposal,Male,2022-09-30T05:42:00+00:00,,White,Evidence of offences under the Act,51.609298,On or near Eversfield Gardens,-0.251133
over 34,Summons / charged by post,Male,2022-09-28T16:30:00+00:00,,Black,Controlled drugs,51.601740,On or near ,-0.249633
25-34,A no further action disposal,Male,2022-09-30T10:14:00+00:00,,White,Controlled drugs,51.603424,On or near Gilbert Grove,-0.261279
18-24,A no further action disposal,Male,2022-09-30T22:30:00+00:00,,White,Offensive weapons,51.592922,On or near Mannock Close,-0.257754
18-24,Community resolution,Male,2022-09-30T22:45:00+00:00,,Other,Offensive weapons,51.593948,On or near Chronicle Avenue,-0.249312
over 34,Arrest,Male,2022-09-04T15:58:00+00:00,,White,Offensive weapons,51.626891,On or near Oakleigh Road North,-0.160836
25-34,A no further action disposal,Male,2022-09-30T13:49:00+00:00,,White,Controlled drugs,51.580499,On or near ,-0.209577
10-17,Community resolution,Male,2022-09-01T18:50:00+00:00,,White,Controlled drugs,51.426541,On or near Christchurch Avenue,-0.332904
10-17,A no further action disposal,Male,2022-09-01T18:49:00+00:00,,Black,Controlled drugs,51.465059,On or near Railshead Road,-0.322460
10-17,A no further action disposal,Female,2022-09-01T18:45:00+00:00,,White,Controlled drugs,51.465059,On or near Railshead Road,-0.322460
10-17,A no further action disposal,Male,2022-09-02T06:58:00+00:00,,Black,Controlled drugs,51.481237,On or near Strand Drive,-0.278402
10-17,A no further action disposal,Male,2022-09-02T15:05:00+00:00,,White,Stolen goods,51.446680,On or near A310,-0.328199
10-17,A no further action disposal,Male,2022-09-02T15:12:00+00:00,,White,Stolen goods,51.445777,On or near King Street,-0.329167
10-17,A no further action disposal,Male,2022-09-02T14:55:00+00:00,,White,Controlled drugs,51.469424,On or near Clifford Avenue,-0.275578
18-24,Arrest,Male,2022-09-03T06:05:00+00:00,,Black,Offensive weapons,51.419727,On or near Langdon Park,-0.314815
18-24,A no further action disposal,Male,2022-09-04T21:36:00+00:00,,White,Articles for use in criminal damage,51.466064,On or near Lower Mortlake Road,-0.293601
10-17,Arrest,Male,2022-09-04T15:35:00+00:00,,White,Controlled drugs,51.464530,On or near Arabella Drive,-0.251174
over 34,Arrest,Male,2022-09-04T20:16:00+00:00,,White,Stolen goods,51.467833,On or near ,-0.288759
25-34,A no further action disposal,Male,2022-09-05T14:15:00+00:00,,Asian,Stolen goods,51.452923,On or near Edgar Road,-0.378331
18-24,Community resolution,Male,2022-09-05T19:50:00+00:00,,White,Controlled drugs,51.418412,On or near Parr'S Place,-0.369960
25-34,A no further action disposal,Male,2022-09-06T06:50:00+00:00,,Asian,Controlled drugs,51.450991,On or near Canham Gardens,-0.376413
25-34,A no further action disposal,Female,2022-09-06T06:55:00+00:00,,White,Controlled drugs,51.450991,On or near Canham Gardens,-0.376413
,Arrest,,2022-09-06T16:00:00+00:00,,,Stolen goods,51.445290,On or near Heath Road,-0.334164
over 34,A no further action disposal,Male,2022-09-08T15:00:00+00:00,,White,Controlled drugs,51.464530,On or near Arabella Drive,-0.251174
18-24,A no further action disposal,Male,2022-09-08T17:00:00+00:00,,Black,Offensive weapons,51.469317,On or near Limes Field Road,-0.254993
25-34,A no further action disposal,Male,2022-09-08T19:21:00+00:00,,White,Controlled drugs,51.468091,On or near ,-0.283418
over 34,A no further action disposal,Male,2022-09-08T16:24:00+00:00,,White,Evidence of offences under the Act,51.445777,On or near King Street,-0.329167
25-34,A no further action disposal,Male,2022-09-08T19:22:00+00:00,,White,Controlled drugs,51.468091,On or near ,-0.283418
18-24,Arrest,Male,2022-09-08T23:30:00+00:00,,Black,Offensive weapons,51.486042,On or near Clavering Avenue,-0.230878
18-24,A no further action disposal,Male,2022-09-08T23:36:00+00:00,,Black,Offensive weapons,51.486042,On or near Clavering Avenue,-0.230878
over 34,A no further action disposal,Male,2022-09-09T02:20:00+00:00,,White,Evidence of offences under the Act,51.474846,On or near Lyric Road,-0.249455
18-24,Community resolution,Male,2022-09-08T20:18:00+00:00,,Asian,Controlled drugs,51.461760,On or near St Peter'S Road,-0.319990
,A no further action disposal,Male,2022-09-09T22:28:00+00:00,,Asian,Stolen goods,51.458073,On or near Parkgate Gardens,-0.265642
25-34,A no further action disposal,Male,2022-09-10T20:07:00+00:00,,Asian,Controlled drugs,51.467225,On or near Market Road,-0.284444
,A no further action disposal,Male,2022-09-10T01:15:00+00:00,,Black,Controlled drugs,51.410784,On or near Old London Road,-0.298967
18-24,A no further action disposal,Male,2022-09-10T23:08:00+00:00,,Asian,Offensive weapons,51.446680,On or near A310,-0.328199
18-24,A no further action disposal,Male,2022-09-12T15:05:00+00:00,,Black,Controlled drugs,51.412948,On or near Thames Close,-0.364460
25-34,A no further action disposal,Male,2022-09-12T19:56:00+00:00,,White,Controlled drugs,51.454067,On or near Simpson Road,-0.377139
,A no further action disposal,Female,2022-09-12T19:52:00+00:00,,White,Controlled drugs,51.428235,On or near Fulmer Close,-0.383866
,A no further action disposal,Female,2022-09-12T19:52:00+00:00,,Black,Controlled drugs,51.428235,On or near Fulmer Close,-0.383866
,A no further action disposal,Female,2022-09-12T19:52:00+00:00,,White,Controlled drugs,51.428235,On or near Fulmer Close,-0.383866
10-17,A no further action disposal,Male,2022-09-12T19:49:00+00:00,,White,Offensive weapons,51.428235,On or near Fulmer Close,-0.383866
18-24,A no further action disposal,Male,2022-09-06T23:07:00+00:00,,Black,Offensive weapons,51.427223,On or near Church Lane,-0.335958
18-24,A no further action disposal,Male,2022-09-15T09:50:00+00:00,,White,Controlled drugs,51.401395,On or near High Street,-0.256070
10-17,A no further action disposal,Female,2022-09-15T21:09:00+00:00,,White,Evidence of offences under the Act,51.436921,On or near Ashburnham Road,-0.316700
25-34,Arrest,Male,2022-09-17T07:00:00+00:00,,White,Evidence of offences under the Act,51.449757,On or near Arden Close,-0.378242
10-17,A no further action disposal,Male,2022-09-16T19:00:00+00:00,,White,Controlled drugs,51.461501,On or near Duke Street,-0.303905
over 34,A no further action disposal,Male,2022-09-18T12:30:00+00:00,,Black,Offensive weapons,51.475702,On or near Byfeld Gardens,-0.240551
over 34,Arrest,Male,2022-09-19T13:40:00+00:00,,White,Stolen goods,51.428343,On or near Cloister Close,-0.324294
18-24,A no further action disposal,Male,2022-09-13T17:30:00+00:00,,Asian,Controlled drugs,51.412948,On or near Thames Close,-0.364460
over 34,Arrest,Male,2022-09-19T22:03:00+00:00,,Other,Offensive weapons,51.476673,On or near Melliss Avenue,-0.276875
10-17,A no further action disposal,Male,2022-09-20T15:20:00+00:00,,White,Controlled drugs,51.431164,On or near Cranmer Court,-0.306611
18-24,A no further action disposal,Male,2022-09-22T04:49:00+00:00,,White,Offensive weapons,51.465879,On or near Evelyn Gardens,-0.297595
18-24,Arrest,Male,2022-09-24T17:53:00+00:00,,Black,Stolen goods,51.411818,On or near Fife Road,-0.302667
25-34,A no further action disposal,Male,2022-09-25T03:10:00+00:00,,White,Controlled drugs,51.445243,On or near Wharf Lane,-0.328942
,A no further action disposal,Female,2022-09-25T12:45:00+00:00,,Black,Firearms,51.439462,On or near Lake Gardens,-0.320837
25-34,Arrest,Female,2022-09-26T14:00:00+00:00,,Black,Controlled drugs,51.457023,On or near B351,-0.267640
25-34,Summons / charged by post,Male,2022-09-26T14:00:00+00:00,,Black,Controlled drugs,51.457023,On or near B351,-0.267640
,A no further action disposal,Male,2022-09-27T21:25:00+00:00,,Asian,Stolen goods,51.426541,On or near Christchurch Avenue,-0.332904
over 34,Arrest,Male,2022-09-28T01:10:00+00:00,,Other,Stolen goods,51.464530,On or near Arabella Drive,-0.251174
25-34,A no further action disposal,Male,2022-09-23T11:20:00+00:00,,White,Controlled drugs,51.468665,On or near Fitzgerald Road,-0.262548
over 34,Arrest,Male,2022-09-29T16:35:00+00:00,,Asian,Stolen goods,51.486465,On or near ,-0.286617
10-17,A no further action disposal,Male,2022-09-29T22:50:00+00:00,,White,Controlled drugs,51.413329,On or near Burnham Street,-0.287253
10-17,A no further action disposal,Male,2022-09-24T00:45:00+00:00,,Black,Controlled drugs,51.439170,On or near Hospital Bridge Road,-0.361192
18-24,Arrest,Male,2022-09-01T02:25:00+00:00,,Black,Offensive weapons,51.491981,On or near Verona Court,-0.252155
25-34,A no further action disposal,Male,2022-09-01T09:12:00+00:00,,Asian,Controlled drugs,51.468351,On or near ,-0.365598
18-24,Arrest,Male,2022-09-01T10:35:00+00:00,,White,Controlled drugs,51.462672,On or near Benham Gardens,-0.375178
18-24,A no further action disposal,Male,2022-09-01T15:52:00+00:00,,Black,Offensive weapons,51.499960,On or near ,-0.285866
over 34,Arrest,Female,2022-09-01T14:44:00+00:00,,White,Stolen goods,51.493786,On or near Junction Road,-0.307763
10-17,A no further action disposal,Female,2022-09-01T14:25:00+00:00,,White,Offensive weapons,51.408617,On or near Littlefield Close,-0.300787
25-34,Arrest,Male,2022-09-02T08:20:00+00:00,,Asian,Controlled drugs,51.493828,On or near Osterley Lane,-0.354321
10-17,A no further action disposal,Male,2022-09-02T14:48:00+00:00,,Black,Controlled drugs,51.446167,On or near Tilley Road,-0.412935
10-17,A no further action disposal,Male,2022-09-02T14:37:00+00:00,,Black,Controlled drugs,51.488608,On or near Orchard Road,-0.309151
18-24,Community resolution,Male,2022-09-02T20:35:00+00:00,,Black,Controlled drugs,51.468351,On or near ,-0.365598
10-17,A no further action disposal,Male,2022-09-02T22:43:00+00:00,,Black,Controlled drugs,51.447807,On or near ,-0.409179
10-17,Community resolution,Male,2022-09-02T22:24:00+00:00,,White,Controlled drugs,51.474221,On or near Tiverton Road,-0.359173
,A no further action disposal,Male,2022-09-02T15:55:00+00:00,,Black,Controlled drugs,51.447807,On or near ,-0.409179
,A no further action disposal,Male,2022-09-02T16:08:00+00:00,,White,Controlled drugs,51.447807,On or near ,-0.409179
over 34,A no further action disposal,Male,2022-09-03T17:49:00+00:00,,White,Stolen goods,51.468351,On or near ,-0.365598
18-24,A no further action disposal,Male,2022-09-03T21:31:00+00:00,,Asian,Controlled drugs,51.468081,On or near Douglas Road,-0.361913
18-24,A no further action disposal,Male,2022-09-03T22:37:00+00:00,,White,Controlled drugs,51.468081,On or near Douglas Road,-0.361913
10-17,A no further action disposal,Male,2022-09-03T22:20:00+00:00,,White,Stolen goods,51.481554,On or near ,-0.267894
10-17,A no further action disposal,Female,2022-09-03T22:20:00+00:00,,White,Stolen goods,51.447807,On or near ,-0.409179
10-17,A no further action disposal,Male,2022-09-03T14:19:00+00:00,,Black,Evidence of offences under the Act,51.491619,On or near Netheravon Road,-0.246608
25-34,Penalty Notice for Disorder,Male,2022-09-04T12:07:00+00:00,,Asian,Controlled drugs,51.468351,On or near ,-0.365598
,A no further action disposal,Male,2022-09-04T22:25:00+00:00,,Black,Stolen goods,51.468351,On or near ,-0.365598
,A no further action disposal,Male,2022-09-04T22:20:00+00:00,,Black,Stolen goods,51.468351,On or near ,-0.365598
over 34,Arrest,Male,2022-09-05T22:30:00+00:00,,White,Evidence of offences under the Act,51.482314,On or near Sheepcote Close,-0.412098
over 34,Arrest,Male,2022-09-05T22:27:00+00:00,,White,Stolen goods,51.482314,On or near Sheepcote Close,-0.412098
18-24,Community resolution,Male,2022-09-06T07:33:00+00:00,,White,Controlled drugs,51.475716,On or near Sarsen Avenue,-0.374225
25-34,A no further action disposal,Male,2022-09-06T12:05:00+00:00,,White,Controlled drugs,51.459906,On or near The Avenue,-0.366323
18-24,A no further action disposal,Female,2022-09-06T07:31:00+00:00,,White,Controlled drugs,51.475716,On or near Sarsen Avenue,-0.374225
over 34,A no further action disposal,Male,2022-09-06T14:57:00+00:00,,Asian,Controlled drugs,51.459172,On or near ,-0.392590
over 34,Arrest,Female,2022-09-06T14:57:00+00:00,,White,Controlled drugs,51.459172,On or near ,-0.392590
25-34,Penalty Notice for Disorder,Male,2022-09-06T12:00:00+00:00,,White,Controlled drugs,51.468351,On or near ,-0.365598
25-34,A no further action disposal,Male,2022-09-02T19:00:00+00:00,,Black,Offensive weapons,51.459172,On or near ,-0.392590
over 34,A no further action disposal,Male,2022-09-07T12:49:00+00:00,,White,Stolen goods,51.485044,On or near The Croft,-0.381613
over 34,A no further action disposal,Female,2022-09-07T15:46:00+00:00,,White,Offensive weapons,51.491529,On or near Cranbrook Road,-0.253224
10-17,A no further action disposal,Female,2022-09-08T02:39:00+00:00,,White,Stolen goods,51.478513,On or near ,-0.314996
25-34,Arrest,Male,2022-09-07T22:25:00+00:00,,Black,Evidence of offences under the Act,51.468351,On or near ,-0.365598
,A no further action disposal,Male,2022-09-07T15:45:00+00:00,,Black,Controlled drugs,51.484832,On or near Quinton Close,-0.406797
,A no further action disposal,Male,2022-09-07T15:45:00+00:00,,Asian,Controlled drugs,51.484832,On or near Quinton Close,-0.406797
25-34,A no further action disposal,Male,2022-09-07T22:25:00+00:00,,Other,Stolen goods,51.468351,On or near ,-0.365598
25-34,Arrest,Male,2022-09-08T07:30:00+00:00,,White,Evidence of offences under the Act,51.450064,On or near Elm Road,-0.437294
25-34,Arrest,Male,2022-09-08T12:48:00+00:00,,White,Stolen goods,51.471350,On or near ,-0.360975
25-34,Community resolution,Male,2022-09-08T12:25:00+00:00,,Black,Controlled drugs,51.468351,On or near ,-0.365598
,A no further action disposal,Male,2022-09-08T07:25:00+00:00,,White,Evidence of offences under the Act,51.450064,On or near Elm Road,-0.437294
over 34,A no further action disposal,Male,2022-09-09T03:20:00+00:00,,White,Stolen goods,51.459172,On or near ,-0.392590
25-34,A no further action disposal,Male,2022-09-09T11:35:00+00:00,,Asian,Controlled drugs,51.481489,On or near Alderney Avenue,-0.363881
10-17,A no further action disposal,Male,2022-09-09T11:45:00+00:00,,Asian,Controlled drugs,51.483484,On or near Thistleworth Close,-0.348990
25-34,Arrest,Female,2022-09-09T15:40:00+00:00,,White,Controlled drugs,51.471604,On or near Thamesvale Close,-0.367561
,A no further action disposal,Male,2022-09-09T16:03:00+00:00,,Black,Controlled drugs,51.468351,On or near ,-0.365598
10-17,A no further action disposal,Male,2022-09-09T15:10:00+00:00,,Black,Offensive weapons,51.459172,On or near ,-0.392590
18-24,Community resolution,Male,2022-09-09T11:47:00+00:00,,Black,Controlled drugs,51.480147,On or near Thornbury Road,-0.346432
10-17,A no further action disposal,Male,2022-09-09T11:39:00+00:00,,Other,Controlled drugs,51.483484,On or near Thistleworth Close,-0.348990
10-17,A no further action disposal,Male,2022-09-09T11:45:00+00:00,,Asian,Controlled drugs,51.483484,On or near Thistleworth Close,-0.348990
10-17,A no further action disposal,Male,2022-09-10T18:45:00+00:00,,Black,Offensive weapons,51.440070,On or near Maple Way,-0.411549
10-17,Arrest,Male,2022-09-10T17:35:00+00:00,,Black,Offensive weapons,51.429979,On or near Holly Close,-0.388408
18-24,A no further action disposal,Male,2022-09-10T17:30:00+00:00,,Black,Offensive weapons,51.429979,On or near Holly Close,-0.388408
,A no further action disposal,Male,2022-09-10T17:30:00+00:00,,Other,Offensive weapons,51.429979,On or near Holly Close,-0.388408
,A no further action disposal,Male,2022-09-10T17:50:00+00:00,,Other,Stolen goods,51.429979,On or near Holly Close,-0.388408
10-17,Arrest,Male,2022-09-10T17:00:00+00:00,,White,Stolen goods,51.429979,On or near Holly Close,-0.388408
,A no further action disposal,Male,2022-09-10T21:00:00+00:00,,White,Firearms,51.485372,On or near Harlech Gardens,-0.395673
,A no further action disposal,Male,2022-09-10T17:50:00+00:00,,White,Stolen goods,51.429979,On or near Holly Close,-0.388408
,A no further action disposal,Male,2022-09-10T17:50:00+00:00,,White,Stolen goods,51.429979,On or near Holly Close,-0.388408
18-24,Community resolution,Male,2022-09-10T22:34:00+00:00,,Black,Controlled drugs,51.445085,On or near Lafone Avenue,-0.401446
,A no further action disposal,Male,2022-09-10T22:38:00+00:00,,Black,Controlled drugs,51.445085,On or near Lafone Avenue,-0.401446
18-24,Arrest,Male,2022-09-10T22:30:00+00:00,,Asian,Controlled drugs,51.445085,On or near Lafone Avenue,-0.401446
25-34,Arrest,Male,2022-09-12T04:37:00+00:00,,Other,Stolen goods,51.477973,On or near King'S Avenue,-0.361314
18-24,Community resolution,Male,2022-09-12T09:30:00+00:00,,Black,Controlled drugs,51.475386,On or near Parklands Parade,-0.394684
10-17,Arrest,Male,2022-09-12T17:50:00+00:00,,White,Offensive weapons,51.462766,On or near Amberley Way,-0.397013
25-34,A no further action disposal,Male,2022-09-12T21:45:00+00:00,,White,Stolen goods,51.439107,On or near St Dunstan'S Road,-0.420848
10-17,A no further action disposal,Male,2022-09-12T17:50:00+00:00,,Black,Offensive weapons,51.459172,On or near ,-0.392590
over 34,A no further action disposal,Male,2022-09-13T12:28:00+00:00,,Asian,Controlled drugs,51.466873,On or near Livingstone Road,-0.355939
10-17,A no further action disposal,Male,2022-09-12T13:51:00+00:00,,White,Evidence of offences under the Act,51.482831,On or near ,-0.258467
10-17,A no further action disposal,Male,2022-09-12T14:05:00+00:00,,White,Stolen goods,51.482831,On or near ,-0.258467
25-34,Penalty Notice for Disorder,Male,2022-09-12T14:10:00+00:00,,White,Stolen goods,51.482831,On or near ,-0.258467
10-17,A no further action disposal,Male,2022-09-09T15:55:00+00:00,,White,Offensive weapons,51.465865,On or near Wivenhoe Court,-0.377181
18-24,A no further action disposal,Male,2022-09-10T16:09:00+00:00,,Black,Controlled drugs,51.445085,On or near Lafone Avenue,-0.401446
25-34,Arrest,Female,2022-09-14T21:10:00+00:00,,White,Stolen goods,51.484208,On or near Alexandra Road,-0.303941
25-34,Community resolution,Male,2022-09-14T22:15:00+00:00,,Asian,Controlled drugs,51.483734,On or near Syon Park Gardens,-0.333628
10-17,A no further action disposal,Male,2022-09-15T12:15:00+00:00,,White,Controlled drugs,51.462672,On or near Benham Gardens,-0.375178
25-34,A no further action disposal,Male,2022-09-15T12:40:00+00:00,,White,Controlled drugs,51.462672,On or near Benham Gardens,-0.375178
10-17,A no further action disposal,Male,2022-09-15T14:10:00+00:00,,Black,Controlled drugs,51.468081,On or near Douglas Road,-0.361913
18-24,A no further action disposal,Female,2022-09-15T13:39:00+00:00,,White,Controlled drugs,51.445481,On or near Hanworth Road,-0.384408
18-24,Arrest,Male,2022-09-15T14:33:00+00:00,,White,Controlled drugs,51.471604,On or near Thamesvale Close,-0.367561
25-34,A no further action disposal,Male,2022-09-15T13:28:00+00:00,,White,Controlled drugs,51.477211,On or near ,-0.256796
,A no further action disposal,Male,2022-09-15T18:59:00+00:00,,Asian,Controlled drugs,51.468351,On or near ,-0.365598
10-17,Community resolution,Male,2022-09-15T20:53:00+00:00,,Black,Offensive weapons,51.439107,On or near St Dunstan'S Road,-0.420848
10-17,Community resolution,Male,2022-09-15T18:15:00+00:00,,White,Controlled drugs,51.469298,On or near Lower Square,-0.323341
25-34,A no further action disposal,Male,2022-09-15T22:28:00+00:00,,Black,Evidence of offences under the Act,51.443353,On or near Uxbridge Road,-0.394470
25-34,A no further action disposal,Male,2022-09-15T22:30:00+00:00,,Black,Evidence of offences under the Act,51.443353,On or near Uxbridge Road,-0.394470
25-34,A no further action disposal,Male,2022-09-15T22:27:00+00:00,,Other,Evidence of offences under the Act,51.443353,On or near Uxbridge Road,-0.394470
25-34,A no further action disposal,Male,2022-09-15T22:27:00+00:00,,Other,Evidence of offences under the Act,51.443353,On or near Uxbridge Road,-0.394470
25-34,A no further action disposal,Male,2022-09-15T22:27:00+00:00,,Other,Evidence of offences under the Act,51.443353,On or near Uxbridge Road,-0.394470
25-34,A no further action disposal,Male,2022-09-15T22:27:00+00:00,,Other,Evidence of offences under the Act,51.443353,On or near Uxbridge Road,-0.394470
over 34,A no further action disposal,Male,2022-09-15T11:51:00+00:00,,White,Controlled drugs,51.462343,On or near Wellington Road,-0.428180
25-34,Arrest,Male,2022-09-15T21:25:00+00:00,,Asian,Stolen goods,51.470814,On or near Lansdowne Road,-0.363817
over 34,A no further action disposal,Male,2022-09-15T10:13:00+00:00,,Black,Controlled drugs,51.465818,On or near Pontes Avenue,-0.375671
over 34,A no further action disposal,Male,2022-09-15T14:06:00+00:00,,Black,Controlled drugs,51.468081,On or near Douglas Road,-0.361913
25-34,A no further action disposal,Male,2022-09-16T11:44:00+00:00,,Asian,Controlled drugs,51.468351,On or near ,-0.365598
18-24,Community resolution,Male,2022-09-16T10:37:00+00:00,,Black,Controlled drugs,51.482488,On or near Field Lane,-0.315642
25-34,A no further action disposal,Male,2022-09-16T10:20:00+00:00,,Black,Offensive weapons,51.452376,On or near Staines Road,-0.433948
18-24,A no further action disposal,Male,2022-09-16T12:38:00+00:00,,White,Controlled drugs,51.444902,On or near Pevensey Road,-0.386789
,A no further action disposal,Male,2022-09-16T15:15:00+00:00,,Asian,Controlled drugs,51.450596,On or near Nursery Close,-0.408003
18-24,A no further action disposal,Male,2022-09-16T13:58:00+00:00,,White,Controlled drugs,51.444902,On or near Pevensey Road,-0.386789
18-24,A no further action disposal,Male,2022-09-16T15:55:00+00:00,,White,Controlled drugs,51.444902,On or near Pevensey Road,-0.386789
