GSScode,constituency_id,name,region,country,result_2019,majority_2019_percent,status,time_reported,time_declared,result_2024,majority_2024_number,majority_2024_percent,turnout_2024_number,turnout_2024_percent
E14001283,E14001283,Hertford & Stortford,EE,England,CON,32.01,result,1720148636000,1720148622000,LAB,4748,8.79,54009,68.44
E14001284,E14001284,Hertsmere,EE,England,CON,43.76,result,1720147340000,1720147313000,CON,7992,16.65,48007,65.3
E14001285,E14001285,Hexham,NE,England,CON,22.59,result,1720145904000,1720145893000,LAB,3713,7.16,51828,67.81
E14001286,E14001286,Heywood & Middleton North,NW,England,LAB,1.6,result,1720145464000,1720145424000,LAB,6082,16.38,37130,49.65
E14001287,E14001287,High Peak,EM,England,CON,1.09,result,1720147341000,1720147318000,LAB,7908,16.07,49206,66.19
E14001288,E14001288,Hinckley & Bosworth,EM,England,CON,46.45,result,1720147518000,1720147494000,CON,5408,11.31,47799,62.54
E14001289,E14001289,Hitchin,EE,England,CON,20.84,result,1720196554000,1720196544000,LAB,8109,15.44,52510,69.95
E14001290,E14001290,Holborn & St Pancras,GL,England,LAB,51.07,result,1720145328000,1720145291000,LAB,11572,29.98,38602,54.14
E14001291,E14001291,Honiton & Sidmouth,SW,England,CON,46.17,result,1720155356000,1720155337000,LD,6700,13.23,50655,67.24
E14001292,E14001292,Hornchurch & Upminster,GL,England,CON,42.57,result,1720150042000,1720150033000,CON,1943,4.14,46911,62.2
E14001293,E14001293,Hornsey & Friern Barnet,GL,England,LAB,31.61,result,1720149891000,1720149869000,LAB,21475,44.15,48642,69.6
E14001294,E14001294,Horsham,SE,England,CON,31.07,result,1720156532000,1720156513000,LD,2517,4.54,55499,70.12
E14001295,E14001295,Houghton & Sunderland South,NE,England,LAB,7.47,result,1720131486000,1720131474000,LAB,7169,17.91,40032,51.03
E14001296,E14001296,Hove & Portslade,SE,England,LAB,30.22,result,1720155582000,1720155549000,LAB,19791,38.13,51909,69.85
E14001297,E14001297,Huddersfield,YH,England,LAB,15.07,result,1720154194000,1720154164000,LAB,4543,11.31,40155,51.62
E14001298,E14001298,Huntingdon,EE,England,CON,38.43,result,1720146113000,1720146091000,CON,1499,2.88,52040,65.81
E14001299,E14001299,Hyndburn,NW,England,CON,6.96,result,1720147565000,1720147531000,LAB,1687,4.64,36374,47.78
E14001300,E14001300,Ilford North,GL,England,LAB,17.45,result,1720150602000,1720150583000,LAB,528,1.13,46888,60.24
E14001301,E14001301,Ilford South,GL,England,LAB,44.02,result,1720150786000,1720150764000,LAB,6894,16.75,41170,50.83
E14001302,E14001302,Ipswich,EE,England,CON,11.05,result,1720147386000,1720147366000,LAB,7403,16.8,44075,58.36
E14001303,E14001303,Isle of Wight East,SE,England,CON,33.35,result,1720151022000,1720150999000,CON,3323,9.75,34078,61.01
E14001304,E14001304,Isle of Wight West,SE,England,CON,30.49,result,1720148463000,1720148440000,LAB,3177,9.27,34290,61.89
E14001305,E14001305,Islington North,GL,England,LAB,48.67,result,1720147722000,1720147338000,IND,7247,14.79,49006,67.27
E14001306,E14001306,Islington South & Finsbury,GL,England,LAB,37.32,result,1720145591000,1720145564000,LAB,15455,36.15,42754,57.68
E14001307,E14001307,Jarrow & Gateshead East,NE,England,LAB,25.47,result,1720140226000,1720140181000,LAB,8964,24.41,36728,52.27
E14001308,E14001308,Keighley & Ilkley,YH,England,CON,4.22,result,1720155670000,1720155652000,CON,1625,3.52,46177,62.09
E14001309,E14001309,Kenilworth & Southam,WM,England,CON,39.98,result,1720151931000,1720151914000,CON,6574,12.33,53320,71.17
E14001310,E14001310,Kensington & Bayswater,GL,England,LAB,0.71,result,1720151617000,1720151609000,LAB,2903,6.93,41908,55.16
E14001311,E14001311,Kettering,EM,England,CON,33.37,result,1720157717000,1720157677000,LAB,3820,7.6,50231,64.3
E14001312,E14001312,Kingston & Surbiton,GL,England,LD,19.57,result,1720143953000,1720143946000,LD,17235,34.02,50664,65.51
E14001313,E14001313,Hull East,YH,England,LAB,7.35,result,1720147654000,1720147630000,LAB,3920,13.15,29816,42.2
E14001314,E14001314,Hull North & Cottingham,YH,England,LAB,13.18,result,1720151125000,1720151108000,LAB,10679,27.94,38228,50.78
E14001315,E14001315,Hull West & Haltemprice,YH,England,CON,8.71,result,1720153080000,1720153061000,LAB,8979,23.52,38178,52.12
E14001316,E14001316,Kingswinford & South Staffordshire,WM,England,CON,57.51,result,1720153837000,1720153809000,CON,6303,13.95,45180,63.45
E14001317,E14001317,Knowsley,NW,England,LAB,70.88,result,1720141028000,1720141003000,LAB,18319,50.82,36047,50
E14001318,E14001318,Lancaster & Wyre,NW,England,CON,6.1,result,1720150799000,1720150771000,LAB,9253,21.51,43008,57.53
E14001319,E14001319,Leeds Central & Headingley,YH,England,LAB,45.53,result,1720151055000,1720151016000,LAB,8422,26.66,31595,44.78
E14001320,E14001320,Leeds East,YH,England,LAB,6.13,result,1720151861000,1720151839000,LAB,11265,28.6,39388,51.69
E14001321,E14001321,Leeds North East,YH,England,LAB,33.84,result,1720152546000,1720152525000,LAB,16083,35.61,45167,64.36
E14001322,E14001322,Leeds North West,YH,England,CON,3.59,result,1720153059000,1720153032000,LAB,11896,23.9,49777,69.53
E14001323,E14001323,Leeds South,YH,England,LAB,32.11,result,1720150296000,1720150265000,LAB,11279,35.61,31678,41.71
E14001324,E14001324,Leeds South West & Morley,YH,England,CON,16.32,result,1720149030000,1720149007000,LAB,8423,20.95,40209,55.96
E14001325,E14001325,Leeds West & Pudsey,YH,England,LAB,6.18,result,1720141818000,1720141797000,LAB,12392,32.19,38494,54.94
E14001326,E14001326,Leicester East,EM,England,LAB,12.44,result,1720145939000,1720145920000,CON,4426,9.47,46714,61.02
E14001327,E14001327,Leicester South,EM,England,LAB,46.36,result,1720146896000,1720146878000,IND,979,2.34,41837,59.04
E14001328,E14001328,Leicester West,EM,England,LAB,12.65,result,1720144595000,1720144562000,LAB,8777,24.8,35397,47.77
E14001329,E14001329,Leigh & Atherton,NW,England,CON,0.66,result,1720142614000,1720142583000,LAB,8881,21.57,41170,51.62
E14001330,E14001330,Lewes,SE,England,CON,7.42,result,1720151390000,1720151355000,LD,12624,23.74,53173,69.81
E14001331,E14001331,Lewisham East,GL,England,LAB,42.66,result,1720144859000,1720144813000,LAB,18073,44.47,40637,55.38
E14001332,E14001332,Lewisham North,GL,England,LAB,57.23,result,1720147501000,1720147481000,LAB,15782,35.73,44167,59.52
E14001333,E14001333,Lewisham West & East Dulwich,GL,England,LAB,51.54,result,1720148673000,1720148643000,LAB,18397,39.64,46414,66.21
E14001334,E14001334,Leyton & Wanstead,GL,England,LAB,43.22,result,1720143978000,1720143938000,LAB,13964,31.93,43732,59.61
E14001335,E14001335,Lichfield,WM,England,CON,43.09,result,1720147445000,1720147415000,LAB,810,1.65,49104,64.51
E14001336,E14001336,Lincoln,EM,England,CON,6.94,result,1720148768000,1720148741000,LAB,8793,20.86,42160,56.38
E14001337,E14001337,Liverpool Garston,NW,England,LAB,58.51,result,1720149193000,1720149172000,LAB,20104,47.88,41992,60.61
E14001338,E14001338,Liverpool Riverside,NW,England,LAB,77.33,result,1720145804000,1720145762000,LAB,14793,45.68,32381,45.36
E14001339,E14001339,Liverpool Walton,NW,England,LAB,72.46,result,1720144321000,1720144286000,LAB,20245,54.89,36886,53.21
E14001340,E14001340,Liverpool Wavertree,NW,England,LAB,62.03,result,1720148623000,1720148596000,LAB,16304,40.95,39815,56.41
E14001341,E14001341,Liverpool West Derby,NW,England,LAB,69.29,result,1720146552000,1720146527000,LAB,20423,53.74,38006,54.35
E14001342,E14001342,Loughborough,EM,England,CON,11.8,result,1720153736000,1720153715000,LAB,4960,11.74,42259,61.28
E14001343,E14001343,Louth & Horncastle,EM,England,CON,54.74,result,1720147225000,1720147199000,CON,5506,11.85,46479,60.45
E14001344,E14001344,Lowestoft,EE,England,CON,32.72,result,1720147992000,1720147936000,LAB,2016,4.82,41824,56.27
E14001345,E14001345,Luton North,EE,England,LAB,19.6,result,1720144725000,1720144684000,LAB,7510,19.38,38745,51.75
E14001346,E14001346,Luton South & South Bedfordshire,EE,England,LAB,13.45,result,1720145435000,1720145404000,LAB,6858,17.87,38382,49.87
E14001347,E14001347,Macclesfield,NW,England,CON,19.88,result,1720153978000,1720153956000,LAB,9120,17.28,52792,69.27
E14001348,E14001348,Maidenhead,SE,England,CON,33.59,result,1720158526000,1720158518000,LD,2963,5.89,50329,66.5
E14001349,E14001349,Maidstone & Malling,SE,England,CON,39.77,result,1720155621000,1720155605000,CON,1674,3.61,46389,60.68
E14001350,E14001350,Makerfield,NW,England,LAB,10.98,result,1720144346000,1720144328000,LAB,5399,13.41,40263,52.4
E14001351,E14001351,Maldon,EE,England,CON,59.59,result,1720151149000,1720151120000,CON,6906,13.86,49841,63.67
E14001352,E14001352,Manchester Central,NW,England,LAB,44.39,result,1720149614000,1720149586000,LAB,13797,34.73,39725,46.71
E14001353,E14001353,Manchester Rusholme,NW,England,LAB,69.49,result,1720152677000,1720152652000,LAB,8235,28.36,29033,39.99
E14001354,E14001354,Manchester Withington,NW,England,LAB,50.8,result,1720151033000,1720151009000,LAB,13982,33.51,41731,59.15
E14001355,E14001355,Mansfield,EM,England,CON,34.03,result,1720150621000,1720150598000,LAB,3485,8.48,41087,55.66
E14001356,E14001356,Melksham & Devizes,SW,England,CON,30.54,result,1720151191000,1720151164000,LD,2401,4.69,51203,69.78
E14001357,E14001357,Melton & Syston,EM,England,CON,39.76,result,1720152417000,1720152391000,CON,5396,11.73,45986,61.88
E14001358,E14001358,Meriden & Solihull East,WM,England,CON,41.56,result,1720147548000,1720147537000,CON,4584,10.41,44035,59.78
E14001359,E14001359,Mid Bedfordshire,EE,England,CON,39.96,result,1720146786000,1720146764000,CON,1321,2.66,49621,65.1
E14001360,E14001360,Mid Buckinghamshire,SE,England,CON,41.77,result,1720151779000,1720151751000,CON,5872,10.88,53951,71.34
E14001361,E14001361,Mid Cheshire,NW,England,CON,5.32,result,1720149852000,1720149819000,LAB,8927,21.51,41509,58.98
E14001362,E14001362,Mid Derbyshire,EM,England,CON,32.6,result,1720152618000,1720152599000,LAB,1878,3.95,47543,68.62
E14001363,E14001363,Mid Dorset & North Poole,SW,England,CON,30.18,result,1720156168000,1720156161000,LD,1352,2.73,49514,65.75
E14001364,E14001364,Mid Leicestershire,EM,England,CON,36.58,result,1720156860000,1720156831000,CON,2201,4.58,48050,63.29
E14001365,E14001365,Mid Norfolk,EE,England,CON,41.51,result,1720146195000,1720146176000,CON,3054,6.65,45897,67
E14001366,E14001366,Mid Sussex,SE,England,CON,25.81,result,1720153811000,1720153795000,LD,6662,12.49,53328,70.2
E14001367,E14001367,Middlesbrough & Thornaby East,NE,England,LAB,29.64,result,1720143110000,1720143091000,LAB,9192,26.72,34407,45.8
E14001368,E14001368,Middlesbrough South & East Cleveland,NE,England,CON,22.87,result,1720148953000,1720148942000,LAB,214,0.56,38035,54.08
E14001369,E14001369,Milton Keynes Central,SE,England,CON,9.41,result,1720148659000,1720148627000,LAB,7291,15.28,47729,58.87
E14001370,E14001370,Milton Keynes North,SE,England,CON,13.1,result,1720147660000,1720147624000,LAB,5430,11.81,45977,65.1
E14001371,E14001371,Mitcham & Morden,GL,England,LAB,30.75,result,1720147317000,1720147287000,LAB,18761,41.46,45255,58.57
E14001372,E14001372,Morecambe & Lunesdale,NW,England,CON,25.49,result,1720152418000,1720152400000,LAB,5815,12.1,48059,62.88
E14001373,E14001373,New Forest East,SE,England,CON,49.72,result,1720147003000,1720146980000,CON,8495,18.78,45230,61.49
E14001374,E14001374,New Forest West,SE,England,CON,48.51,result,1720151530000,1720151505000,CON,5600,12.09,46337,65.39
E14001375,E14001375,Newark,EM,England,CON,39.17,result,1720148842000,1720148823000,CON,3572,6.68,53459,67.01
E14001376,E14001376,Newbury,SE,England,CON,22.48,result,1720156407000,1720156382000,LD,2377,4.86,48930,67.97
E14001377,E14001377,Newcastle upon Tyne Central & West,NE,England,LAB,32.68,result,1720137719000,1720137710000,LAB,11060,26.74,41355,53.83
E14001378,E14001378,Newcastle upon Tyne East & Wallsend,NE,England,LAB,35.61,result,1720146078000,1720146043000,LAB,12817,30.29,42321,55.51
E14001379,E14001379,Newcastle upon Tyne North,NE,England,LAB,12.6,result,1720144582000,1720144540000,LAB,17762,36.53,48617,65.02
E14001380,E14001380,Newcastle-under-Lyme,WM,England,CON,17.45,result,1720149631000,1720149605000,LAB,5069,12.79,39618,58.4
E14001381,E14001381,Newton Abbot,SW,England,CON,33.31,result,1720146477000,1720146447000,LD,2246,4.68,47992,64.95
E14001382,E14001382,Newton Aycliffe & Spennymoor,NE,England,CON,7.86,result,1720145585000,1720145567000,LAB,8839,22.18,39846,55.16
E14001383,E14001383,Normanton & Hemsworth,YH,England,LAB,8.12,result,1720152912000,1720152887000,LAB,6662,18.33,36349,48.05
E14001384,E14001384,North Bedfordshire,EE,England,CON,42.05,result,1720154448000,1720154430000,CON,5414,10.5,51561,65.39
E14001385,E14001385,North Cornwall,SW,England,CON,29.19,result,1720157191000,1720157167000,LD,10767,20.68,52055,67.75
E14001386,E14001386,North Cotswolds,SW,England,CON,41.34,result,1720161594000,1720161582000,CON,3357,6.68,50229,69.83
E14001387,E14001387,North Devon,SW,England,CON,26.65,result,1720148102000,1720148068000,LD,6744,13.12,51417,70.41
E14001388,E14001388,North Dorset,SW,England,CON,43.38,result,1720152645000,1720152616000,CON,1589,3.2,49683,68.35
E14001389,E14001389,North Durham,NE,England,LAB,9.26,result,1720146962000,1720146941000,LAB,5873,14.13,41565,56.75
E14001390,E14001390,North East Cambridgeshire,EE,England,CON,57.82,result,1720144457000,1720144407000,CON,7189,18.35,39176,51.46
E14001391,E14001391,North East Derbyshire,EM,England,CON,26.08,result,1720151421000,1720151382000,LAB,1753,3.82,45866,62.71
E14001392,E14001392,North East Hampshire,SE,England,CON,39.54,result,1720148826000,1720148816000,LD,634,1.14,55560,72.18
E14001393,E14001393,North East Hertfordshire,EE,England,CON,32.88,result,1720196628000,1720196618000,LAB,1923,3.66,52520,68.99
E14001394,E14001394,North East Somerset & Hanham,SW,England,CON,28.53,result,1720152350000,1720152330000,LAB,5319,10.4,51125,69.19
E14001395,E14001395,North Herefordshire,WM,England,CON,47.27,result,1720152579000,1720152552000,GRN,5894,11.7,50362,71.69
E14001396,E14001396,North Norfolk,EE,England,CON,28.11,result,1720149496000,1720149459000,LD,2585,5.49,47043,66.72
E14001397,E14001397,North Northumberland,NE,England,CON,32.81,result,1720151736000,1720151702000,LAB,5067,10.37,48843,65.89
E14001398,E14001398,North Shropshire,WM,England,CON,39.3,result,1720151729000,1720151708000,LD,15311,30.87,49594,63.91
E14001399,E14001399,North Somerset,SW,England,CON,28.46,result,1720155059000,1720155041000,LAB,639,1.19,53766,76.26
E14001400,E14001400,North Warwickshire & Bedworth,WM,England,CON,39.11,result,1720145540000,1720145506000,LAB,2198,5.37,40940,58.69
E14001401,E14001401,North West Cambridgeshire,EE,England,CON,36.21,result,1720155588000,1720155566000,LAB,39,0.09,44424,58.52
E14001402,E14001402,North West Essex,EE,England,CON,42.02,result,1720147215000,1720147185000,CON,2610,4.8,54386,68.13
E14001403,E14001403,North West Hampshire,SE,England,CON,41.61,result,1720151769000,1720151733000,CON,3288,6.47,50823,66.65
E14001404,E14001404,North West Leicestershire,EM,England,CON,36.66,result,1720148988000,1720148958000,LAB,1012,2.08,48572,62.47
E14001405,E14001405,North West Norfolk,EE,England,CON,43.4,result,1720152865000,1720152839000,CON,4954,11.12,44566,59.89
E14001406,E14001406,Northampton North,EM,England,CON,7.7,result,1720156942000,1720156893000,LAB,9014,21.56,41813,55.33
E14001407,E14001407,Northampton South,EM,England,CON,26.86,result,1720155509000,1720155495000,LAB,4071,9.27,43904,62.37
E14001408,E14001408,Norwich North,EE,England,CON,12.62,result,1720148854000,1720148833000,LAB,10850,23.71,45765,60.43
E14001409,E14001409,Norwich South,EE,England,LAB,24.52,result,1720142345000,1720142318000,LAB,13239,29.36,45095,59.04
E14001410,E14001410,Nottingham East,EM,England,LAB,42.28,result,1720148264000,1720148228000,LAB,15162,41.65,36401,52.45
E14001411,E14001411,Nottingham North & Kimberley,EM,England,LAB,5.79,result,1720147518000,1720147495000,LAB,9427,26.93,35007,47.46
E14001412,E14001412,Nottingham South,EM,England,LAB,22.25,result,1720146809000,1720146775000,LAB,10294,31.31,32879,51.17
E14001413,E14001413,Nuneaton,WM,England,CON,29.09,result,1720141191000,1720141172000,LAB,3479,8.44,41213,58.69
E14001414,E14001414,Old Bexley & Sidcup,GL,England,CON,40.04,result,1720151126000,1720151091000,CON,3548,7.45,47633,65.89
E14001415,E14001415,Oldham East & Saddleworth,NW,England,LAB,3.25,result,1720150264000,1720150241000,LAB,6357,15.87,40065,55.51
E14001416,E14001416,"Oldham West, Chadderton & Royton",NW,England,LAB,25.04,result,1720148666000,1720148627000,LAB,4976,12.9,38573,52.79
E14001417,E14001417,Orpington,GL,England,CON,42.13,result,1720147003000,1720146981000,CON,5118,11.11,46073,65.69
E14001418,E14001418,Ossett & Denby Dale,YH,England,CON,22.69,result,1720151266000,1720151247000,LAB,4542,10.35,43873,60.67
E14001419,E14001419,Oxford East,SE,England,LAB,35,result,1720149685000,1720149665000,LAB,14465,36.77,39341,54.76
E14001420,E14001420,Oxford West & Abingdon,SE,England,LD,18.1,result,1720152484000,1720152472000,LD,14894,32.38,45998,64.5
E14001421,E14001421,Peckham,GL,England,LAB,59.61,result,1720147999000,1720147974000,LAB,15228,39.25,38797,53.79
E14001422,E14001422,Pendle & Clitheroe,NW,England,CON,23.85,result,1720153118000,1720153096000,LAB,902,1.93,46754,59.34
E14001423,E14001423,Penistone & Stocksbridge,YH,England,CON,14.56,result,1720148146000,1720148115000,LAB,8739,19.88,43965,62.12
E14001424,E14001424,Penrith & Solway,NW,England,CON,24.67,result,1720146792000,1720146768000,LAB,5257,10.67,49281,63.23
E14001425,E14001425,Peterborough,EE,England,CON,4.94,result,1720152363000,1720152335000,LAB,118,0.28,41872,57.06
E14001426,E14001426,Plymouth Moor View,SW,England,CON,27.54,result,1720149147000,1720149124000,LAB,5604,13.08,42856,57.35
E14001427,E14001427,Plymouth Sutton & Devonport,SW,England,LAB,10.4,result,1720153443000,1720153410000,LAB,13328,31.66,42095,55.89
E14001428,E14001428,"Pontefract, Castleford & Knottingley",YH,England,LAB,2.62,result,1720150171000,1720150148000,LAB,6630,18.44,35957,48.19
E14001429,E14001429,Poole,SW,England,CON,38.13,result,1720169322000,1720169312000,LAB,18,0.04,44495,60.13
E14001430,E14001430,Poplar & Limehouse,GL,England,LAB,42.67,result,1720150283000,1720150242000,LAB,12560,29.17,43051,50.97
E14001431,E14001431,Portsmouth North,SE,England,CON,34.37,result,1720149266000,1720149241000,LAB,780,1.88,41593,58.34
E14001432,E14001432,Portsmouth South,SE,England,LAB,11.31,result,1720150655000,1720150637000,LAB,13155,33.79,38928,52.47
E14001433,E14001433,Preston,NW,England,LAB,27.49,result,1720152239000,1720152215000,LAB,5291,13.23,39993,67.02
E14001434,E14001434,Putney,GL,England,LAB,7.95,result,1720142717000,1720142711000,LAB,10941,25.6,42737,58.86
E14001435,E14001435,Queen's Park & Maida Vale,GL,England,LAB,42.13,result,1720154764000,1720154746000,LAB,14913,38.89,38343,50.75
E14001436,E14001436,Rawmarsh & Conisbrough,YH,England,LAB,3.1,result,1720145509000,1720145490000,LAB,6908,20.38,33904,49.04
E14001437,E14001437,Rayleigh & Wickford,EE,England,CON,57.26,result,1720140455000,1720140446000,CON,5621,11.72,47978,62.65
E14001438,E14001438,Reading Central,SE,England,LAB,16.21,result,1720142772000,1720142743000,LAB,12637,27.9,45291,61.54
E14001439,E14001439,Reading West & Mid Berkshire,SE,England,CON,33.89,result,1720157023000,1720157004000,LAB,1361,2.92,46551,67.68
E14001440,E14001440,Redcar,NE,England,CON,10.91,result,1720142675000,1720142643000,LAB,3323,8.7,38200,54.38
E14001441,E14001441,Redditch,WM,England,CON,38.78,result,1720146917000,1720146876000,LAB,789,1.86,42375,59.65
E14001442,E14001442,Reigate,SE,England,CON,35.95,result,1720150827000,1720150808000,CON,3187,5.99,53161,68.95
E14001443,E14001443,Ribble Valley,NW,England,CON,32.23,result,1720150587000,1720150559000,LAB,856,1.65,52023,64.64
E14001444,E14001444,Richmond & Northallerton,YH,England,CON,46.9,result,1720151577000,1720151568000,CON,12185,25.11,48526,65.68
E14001445,E14001445,Richmond Park,GL,England,LD,13.08,result,1720146003000,1720145970000,LD,17155,33.3,51517,75.65
E14001446,E14001446,Rochdale,NW,England,LAB,19.28,result,1720143495000,1720143452000,LAB,1440,3.63,39688,55.69
E14001447,E14001447,Rochester & Strood,SE,England,CON,30.36,result,1720152410000,1720152401000,LAB,2930,6.88,42598,57.37
E14001448,E14001448,Romford,GL,England,CON,38.33,result,1720150185000,1720150171000,CON,1463,3.32,44047,60.37
E14001449,E14001449,Romsey & Southampton North,SE,England,CON,29.71,result,1720147487000,1720147454000,CON,2191,4.38,50027,69.61
E14001450,E14001450,Rossendale & Darwen,NW,England,CON,19.7,result,1720148152000,1720148128000,LAB,5628,12.61,44618,59.94
E14001451,E14001451,Rother Valley,YH,England,CON,13.49,result,1720146725000,1720146695000,LAB,998,2.4,41608,59.9
E14001452,E14001452,Rotherham,YH,England,LAB,7.58,result,1720147548000,1720147518000,LAB,5490,14.87,36932,48.64
E14001453,E14001453,Rugby,WM,England,CON,26.2,result,1720146236000,1720146218000,LAB,4428,9.04,49004,65.43
E14001454,E14001454,"Ruislip, Northwood & Pinner",GL,England,CON,30.25,result,1720153743000,1720153736000,CON,7581,16.1,47091,65.69
E14001455,E14001455,Runcorn & Helsby,NW,England,LAB,11.94,result,1720142917000,1720142900000,LAB,14696,34.8,42235,59.29
E14001456,E14001456,Runnymede & Weybridge,SE,England,CON,30.52,result,1720157925000,1720157915000,CON,7627,15.81,48253,65.55
E14001457,E14001457,Rushcliffe,EM,England,CON,12.36,result,1720143294000,1720143277000,LAB,7426,12.86,57744,72.95
E14001458,E14001458,Rutland & Stamford,EM,England,CON,47.49,result,1720153749000,1720153724000,CON,10394,21.4,48577,67.74
E14001459,E14001459,Salford,NW,England,LAB,34.12,result,1720150515000,1720150477000,LAB,15101,38.03,39704,47.47
E14001460,E14001460,Salisbury,SW,England,CON,35.74,result,1720153329000,1720153300000,CON,3807,7.59,50173,69.88
E14001461,E14001461,Scarborough & Whitby,YH,England,CON,20.65,result,1720152872000,1720152832000,LAB,5408,12.23,44221,59.31
E14001462,E14001462,Scunthorpe,YH,England,CON,21.44,result,1720144859000,1720144829000,LAB,3542,9.07,39051,52.58
E14001463,E14001463,Sefton Central,NW,England,LAB,18.24,result,1720143123000,1720143101000,LAB,18282,38.53,47449,63.88
E14001464,E14001464,Selby,YH,England,CON,28.13,result,1720157627000,1720157609000,LAB,10195,20.71,49222,63.06
E14001465,E14001465,Sevenoaks,SE,England,CON,42.33,result,1720149301000,1720149277000,CON,5440,10.9,49899,67.72
E14001466,E14001466,Sheffield Brightside & Hillsborough,YH,England,LAB,31.19,result,1720149294000,1720149262000,LAB,11600,36.69,31612,44.87
E14001467,E14001467,Sheffield Central,YH,England,LAB,54.57,result,1720148636000,1720148615000,LAB,8286,26.05,31803,52.49
E14001468,E14001468,Sheffield Hallam,YH,England,LAB,1.84,result,1720150178000,1720150167000,LAB,8189,15.87,51601,70.65
E14001469,E14001469,Sheffield Heeley,YH,England,LAB,26.74,result,1720150855000,1720150835000,LAB,15304,39.81,38446,52.41
E14001470,E14001470,Sheffield South East,YH,England,LAB,11.12,result,1720149700000,1720149693000,LAB,12458,34.83,35771,48.21
E14001471,E14001471,Sherwood Forest,EM,England,CON,31.26,result,1720151952000,1720151928000,LAB,5443,11.17,48720,61.75
E14001472,E14001472,Shipley,YH,England,CON,11.56,result,1720154800000,1720154782000,LAB,8603,17.81,48303,65.16
E14001473,E14001473,Shrewsbury,WM,England,CON,13.92,result,1720149385000,1720149365000,LAB,11355,22.02,51560,67.28
E14001474,E14001474,Sittingbourne & Sheppey,SE,England,CON,45.63,result,1720154875000,1720154854000,LAB,355,0.87,40981,51.22
E14001475,E14001475,Skipton & Ripon,YH,England,CON,39.66,result,1720157345000,1720157319000,CON,1650,3.09,53450,67.44
E14001476,E14001476,Sleaford & North Hykeham,EM,England,CON,47.89,result,1720147104000,1720147081000,CON,4346,8.95,48565,64.06
E14001477,E14001477,Slough,SE,England,LAB,29.3,result,1720147120000,1720147086000,LAB,3647,8.43,43278,53.09
E14001478,E14001478,Smethwick,WM,England,LAB,26.79,result,1720144963000,1720144930000,LAB,11188,31.86,35115,48.15
E14001479,E14001479,Solihull West & Shirley,WM,England,CON,41.45,result,1720149307000,1720149275000,CON,4620,9.86,46877,65.28
E14001480,E14001480,South Basildon & East Thurrock,EE,England,CON,41.88,result,1720195820000,1720195810000,REF,98,0.25,39549,52.76
E14001481,E14001481,South Cambridgeshire,EE,England,CON,2.49,result,1720148480000,1720148472000,LD,10641,19.39,54885,70.98
E14001482,E14001482,South Cotswolds,SW,England,CON,30.25,result,1720161497000,1720161490000,LD,4973,9.51,52287,71.63
E14001483,E14001483,South Derbyshire,EM,England,CON,34.92,result,1720148513000,1720148479000,LAB,4168,9.11,45737,62.05
E14001484,E14001484,South Devon,SW,England,CON,25.32,result,1720151117000,1720151094000,LD,7127,14.54,49004,69.3
E14001485,E14001485,South Dorset,SW,England,CON,34.42,result,1720150721000,1720150705000,LAB,1048,2.14,49037,64.59
E14001486,E14001486,South East Cornwall,SW,England,CON,38.71,result,1720158321000,1720158301000,LAB,1911,3.88,49286,67.77
E14001487,E14001487,South Holland & The Deepings,EM,England,CON,62.71,result,1720146539000,1720146510000,CON,6856,14.93,45930,60.44
E14001488,E14001488,South Leicestershire,EM,England,CON,46.61,result,1720149314000,1720149290000,CON,5506,10.72,51359,65.39
E14001489,E14001489,South Norfolk,EE,England,CON,33.12,result,1720151923000,1720151900000,LAB,2826,5.7,49579,66.88
E14001490,E14001490,South Northamptonshire,EM,England,CON,42.4,result,1720160598000,1720160587000,CON,3687,6.87,53697,68.64
E14001491,E14001491,South Ribble,NW,England,CON,17.3,result,1720146421000,1720146401000,LAB,6501,13.91,46720,63.63
E14001492,E14001492,South Shields,NE,England,LAB,18.26,result,1720139380000,1720139344000,LAB,6653,18.07,36824,53.86
E14001493,E14001493,South Shropshire,WM,England,CON,49.6,result,1720153151000,1720153129000,CON,1624,3.14,51653,67.32
E14001494,E14001494,South Suffolk,EE,England,CON,42.86,result,1720153598000,1720153581000,CON,3047,6.24,48801,66.85
E14001495,E14001495,South West Devon,SW,England,CON,41.16,result,1720153952000,1720153931000,CON,2112,4.04,52242,67.32
E14001496,E14001496,South West Hertfordshire,EE,England,CON,34.64,result,1720151233000,1720151212000,CON,4456,9.23,48254,67.63
E14001497,E14001497,South West Norfolk,EE,England,CON,50.32,result,1720159276000,1720159232000,LAB,630,1.41,44735,59.87
E14001498,E14001498,South West Wiltshire,SW,England,CON,36.79,result,1720151349000,1720151320000,CON,3243,7.02,46168,63.18
E14001499,E14001499,Southampton Itchen,SE,England,CON,9.49,result,1720148629000,1720148608000,LAB,6105,16.04,38053,52.64
E14001500,E14001500,Southampton Test,SE,England,LAB,13.81,result,1720148789000,1720148765000,LAB,9333,26.07,35805,51.07
E14001501,E14001501,Southend East & Rochford,EE,England,CON,27.67,result,1720148096000,1720148076000,LAB,4027,10.15,39656,56.48
E14001502,E14001502,Southend West & Leigh,EE,England,CON,30.05,result,1720149020000,1720148979000,LAB,1949,4.15,46968,62.5
E14001503,E14001503,Southgate & Wood Green,GL,England,LAB,29.24,result,1720148347000,1720148327000,LAB,15300,33.5,45671,58.9
