Country,ISO3,Total Change,Position,Year,GDP per capita (constant)
Haiti,HTI,-0.2514861320050144,Bottom,2005,1295.646935
Niger,NER,-0.31761660988843643,Bottom,2005,404.2805675
Central African Republic,CAF,-0.3648995017666149,Bottom,2005,436.1002636
Madagascar,MDG,-0.45969670890161585,Bottom,2005,459.7749877
DR Congo,COD,-0.6005216049573769,Bottom,2005,352.321215
China,CHN,45.96692451296536,Top,2006,3800.759082
South Korea,KOR,30.85562323271839,Top,2006,22192.18512
Singapore,SGP,17.321160796511162,Top,2006,44160.2132
Botswana,BWA,15.061594022948459,Top,2006,5700.076803
Thailand,THA,9.238146719493058,Top,2006,4568.558688
Haiti,HTI,-0.2514861320050144,Bottom,2006,1296.59477
Niger,NER,-0.31761660988843643,Bottom,2006,413.0559588
Central African Republic,CAF,-0.3648995017666149,Bottom,2006,447.808105
Madagascar,MDG,-0.45969670890161585,Bottom,2006,470.618594
DR Congo,COD,-0.6005216049573769,Bottom,2006,359.4280566
China,CHN,45.96692451296536,Top,2007,4319.023769
South Korea,KOR,30.85562323271839,Top,2007,23360.90574
Singapore,SGP,17.321160796511162,Top,2007,46179.65368
Botswana,BWA,15.061594022948459,Top,2007,5912.921536
Thailand,THA,9.238146719493058,Top,2007,4780.305759
Haiti,HTI,-0.2514861320050144,Bottom,2007,1335.349179
Niger,NER,-0.31761660988843643,Bottom,2007,410.8033067
Central African Republic,CAF,-0.3648995017666149,Bottom,2007,459.7460648
Madagascar,MDG,-0.45969670890161585,Bottom,2007,483.1452768
DR Congo,COD,-0.6005216049573769,Bottom,2007,369.8407386
China,CHN,45.96692451296536,Top,2008,4711.635127
South Korea,KOR,30.85562323271839,Top,2008,23882.7305
Singapore,SGP,17.321160796511162,Top,2008,44602.39099
Botswana,BWA,15.061594022948459,Top,2008,5982.511824
Thailand,THA,9.238146719493058,Top,2008,4826.579557
Haiti,HTI,-0.2514861320050144,Bottom,2008,1348.735462
Niger,NER,-0.31761660988843643,Bottom,2008,426.605679
Central African Republic,CAF,-0.3648995017666149,Bottom,2008,459.5624556
Madagascar,MDG,-0.45969670890161585,Bottom,2008,500.7824783
DR Congo,COD,-0.6005216049573769,Bottom,2008,380.4948944
China,CHN,45.96692451296536,Top,2009,5128.895068
South Korea,KOR,30.85562323271839,Top,2009,23948.47224
Singapore,SGP,17.321160796511162,Top,2009,43332.66263
Botswana,BWA,15.061594022948459,Top,2009,5031.857331
Thailand,THA,9.238146719493058,Top,2009,4758.935917
Haiti,HTI,-0.2514861320050144,Bottom,2009,1405.374109
Niger,NER,-0.31761660988843643,Bottom,2009,419.1732474
Central African Republic,CAF,-0.3648995017666149,Bottom,2009,488.3880234
Madagascar,MDG,-0.45969670890161585,Bottom,2009,467.1156493
DR Congo,COD,-0.6005216049573769,Bottom,2009,379.0548651
China,CHN,45.96692451296536,Top,2010,5647.058752
South Korea,KOR,30.85562323271839,Top,2010,25451.00416
Singapore,SGP,17.321160796511162,Top,2010,48752.93807
Botswana,BWA,15.061594022948459,Top,2010,5428.15993
Thailand,THA,9.238146719493058,Top,2010,5082.256116
Haiti,HTI,-0.2514861320050144,Bottom,2010,1310.82894
Niger,NER,-0.31761660988843643,Bottom,2010,438.4638813
Central African Republic,CAF,-0.3648995017666149,Bottom,2010,500.5292757
Madagascar,MDG,-0.45969670890161585,Bottom,2010,456.7292122
DR Congo,COD,-0.6005216049573769,Bottom,2010,393.0274343
China,CHN,45.96692451296536,Top,2011,6152.686005
South Korea,KOR,30.85562323271839,Top,2011,26186.89754
Singapore,SGP,17.321160796511162,Top,2011,50714.45484
Botswana,BWA,15.061594022948459,Top,2011,5684.215237
Thailand,THA,9.238146719493058,Top,2011,5091.960544
Haiti,HTI,-0.2514861320050144,Bottom,2011,1362.235822
Niger,NER,-0.31761660988843643,Bottom,2011,432.2975608
Central African Republic,CAF,-0.3648995017666149,Bottom,2011,513.594265
Madagascar,MDG,-0.45969670890161585,Bottom,2011,451.1275097
DR Congo,COD,-0.6005216049573769,Bottom,2011,406.2010116
China,CHN,45.96692451296536,Top,2012,6591.650851
South Korea,KOR,30.85562323271839,Top,2012,26675.44017
Singapore,SGP,17.321160796511162,Top,2012,51680.29248
Botswana,BWA,15.061594022948459,Top,2012,5566.542084
Thailand,THA,9.238146719493058,Top,2012,5425.687867
Haiti,HTI,-0.2514861320050144,Bottom,2012,1348.191835
Niger,NER,-0.31761660988843643,Bottom,2012,460.0322351
Central African Republic,CAF,-0.3648995017666149,Bottom,2012,534.8835608
Madagascar,MDG,-0.45969670890161585,Bottom,2012,452.2050135
DR Congo,COD,-0.6005216049573769,Bottom,2012,420.6293478
China,CHN,45.96692451296536,Top,2013,7056.410627
South Korea,KOR,30.85562323271839,Top,2013,27394.65031
Singapore,SGP,17.321160796511162,Top,2013,53299.94207
Botswana,BWA,15.061594022948459,Top,2013,6067.846155
Thailand,THA,9.238146719493058,Top,2013,5537.745071
Haiti,HTI,-0.2514861320050144,Bottom,2013,1385.572235
Niger,NER,-0.31761660988843643,Bottom,2013,466.3336744
Central African Republic,CAF,-0.3648995017666149,Bottom,2013,338.1657046
Madagascar,MDG,-0.45969670890161585,Bottom,2013,450.4120903
DR Congo,COD,-0.6005216049573769,Bottom,2013,441.0129597
China,CHN,45.96692451296536,Top,2014,7532.771996
South Korea,KOR,30.85562323271839,Top,2014,28094.9177
Singapore,SGP,17.321160796511162,Top,2014,54682.92801
Botswana,BWA,15.061594022948459,Top,2014,6291.244109
Thailand,THA,9.238146719493058,Top,2014,5561.700377
Haiti,HTI,-0.2514861320050144,Bottom,2014,1388.928403
Niger,NER,-0.31761660988843643,Bottom,2014,478.8551522
Central African Republic,CAF,-0.3648995017666149,Bottom,2014,338.7003837
Madagascar,MDG,-0.45969670890161585,Bottom,2014,453.3834193
DR Congo,COD,-0.6005216049573769,Bottom,2014,466.4249271
China,CHN,45.96692451296536,Top,2015,8016.431435
South Korea,KOR,30.85562323271839,Top,2015,28732.23108
Singapore,SGP,17.321160796511162,Top,2015,55646.61875
Botswana,BWA,15.061594022948459,Top,2015,5869.732943
Thailand,THA,9.238146719493058,Top,2015,5708.796925
Haiti,HTI,-0.2514861320050144,Bottom,2015,1404.155214
Niger,NER,-0.31761660988843643,Bottom,2015,481.1112995
Central African Republic,CAF,-0.3648995017666149,Bottom,2015,351.8797536
Madagascar,MDG,-0.45969670890161585,Bottom,2015,455.6380397
DR Congo,COD,-0.6005216049573769,Bottom,2015,482.0645483
China,CHN,45.96692451296536,Top,2016,8516.513699
South Korea,KOR,30.85562323271839,Top,2016,29461.78401
Singapore,SGP,17.321160796511162,Top,2016,56885.71872
Botswana,BWA,15.061594022948459,Top,2016,6166.085179
Thailand,THA,9.238146719493058,Top,2016,5878.756858
Haiti,HTI,-0.2514861320050144,Bottom,2016,1409.577516
Niger,NER,-0.31761660988843643,Bottom,2016,489.4338107
Central African Republic,CAF,-0.3648995017666149,Bottom,2016,362.2183299
Madagascar,MDG,-0.45969670890161585,Bottom,2016,461.7360533
DR Congo,COD,-0.6005216049573769,Bottom,2016,476.8148846
China,CHN,45.96692451296536,Top,2017,9053.212733
South Korea,KOR,30.85562323271839,Top,2017,30307.39524
Singapore,SGP,17.321160796511162,Top,2017,59484.68546
Botswana,BWA,15.061594022948459,Top,2017,6287.597986
Thailand,THA,9.238146719493058,Top,2017,6099.201054
Haiti,HTI,-0.2514861320050144,Bottom,2017,1425.050912
Niger,NER,-0.31761660988843643,Bottom,2017,494.6166463
Central African Republic,CAF,-0.3648995017666149,Bottom,2017,371.6031298
Madagascar,MDG,-0.45969670890161585,Bottom,2017,467.6550729
DR Congo,COD,-0.6005216049573769,Bottom,2017,477.8478711
China,CHN,45.96692451296536,Top,2018,9619.192484
South Korea,KOR,30.85562323271839,Top,2018,31053.63793
Singapore,SGP,17.321160796511162,Top,2018,61373.64848
Botswana,BWA,15.061594022948459,Top,2018,6418.571887
Thailand,THA,9.238146719493058,Top,2018,6336.242823
Haiti,HTI,-0.2514861320050144,Bottom,2018,1429.231353
Niger,NER,-0.31761660988843643,Bottom,2018,510.5731293
Central African Republic,CAF,-0.3648995017666149,Bottom,2018,378.2630765
Madagascar,MDG,-0.45969670890161585,Bottom,2018,470.4239036
DR Congo,COD,-0.6005216049573769,Bottom,2018,489.382354
China,CHN,45.96692451296536,Top,2019,10155.49294
South Korea,KOR,30.85562323271839,Top,2019,31640.21463
Singapore,SGP,17.321160796511162,Top,2019,61340.16617
Botswana,BWA,15.061594022948459,Top,2019,6485.457267
Thailand,THA,9.238146719493058,Top,2019,6456.241992
Haiti,HTI,-0.2514861320050144,Bottom,2019,1386.518517
Niger,NER,-0.31761660988843643,Bottom,2019,520.9193984
Central African Republic,CAF,-0.3648995017666149,Bottom,2019,381.4140451
Madagascar,MDG,-0.45969670890161585,Bottom,2019,478.9269667
DR Congo,COD,-0.6005216049573769,Bottom,2019,494.8192269
China,CHN,45.96692451296536,Top,2020,10358.25945
South Korea,KOR,30.85562323271839,Top,2020,31372.47126
Singapore,SGP,17.321160796511162,Top,2020,58982.46091
Botswana,BWA,15.061594022948459,Top,2020,5810.94831
Thailand,THA,9.238146719493058,Top,2020,6042.019701
Haiti,HTI,-0.2514861320050144,Bottom,2020,1322.814058
Niger,NER,-0.31761660988843643,Bottom,2020,519.6787935
Central African Republic,CAF,-0.3648995017666149,Bottom,2020,375.2169228
Madagascar,MDG,-0.45969670890161585,Bottom,2020,433.8382449
DR Congo,COD,-0.6005216049573769,Bottom,2020,487.4331126
China,CHN,45.96692451296536,Top,2021,11188.30254
South Korea,KOR,30.85562323271839,Top,2021,32730.65063
Singapore,SGP,17.321160796511162,Top,2021,66176.387
Botswana,BWA,15.061594022948459,Top,2021,6366.592213
Thailand,THA,9.238146719493058,Top,2021,6123.94689
Haiti,HTI,-0.2514861320050144,Bottom,2021,1283.05287
Niger,NER,-0.31761660988843643,Bottom,2021,507.7111299
Central African Republic,CAF,-0.3648995017666149,Bottom,2021,370.6757491
Madagascar,MDG,-0.45969670890161585,Bottom,2021,442.1216039
DR Congo,COD,-0.6005216049573769,Bottom,2021,501.2390674
