date,value,Series,Order,Source
2013-02-13,3.0,16-90 days,2,
2013-02-20,4.0,16-90 days,2,
2013-02-27,4.0,16-90 days,2,
2013-03-06,5.0,16-90 days,2,
2013-03-13,5.0,16-90 days,2,
2013-03-20,6.0,16-90 days,2,
2013-03-27,6.0,16-90 days,2,
2013-04-03,6.0,16-90 days,2,
2013-04-10,6.0,16-90 days,2,
2013-04-17,6.0,16-90 days,2,
2013-04-24,6.0,16-90 days,2,
2013-05-01,4.0,16-90 days,2,
2013-05-08,5.0,16-90 days,2,
2013-05-15,5.0,16-90 days,2,
2013-05-22,4.0,16-90 days,2,
2013-05-29,4.0,16-90 days,2,
2013-06-05,4.0,16-90 days,2,
2013-06-12,4.0,16-90 days,2,
2013-06-19,3.0,16-90 days,2,
2013-06-26,3.0,16-90 days,2,
2013-07-03,4.0,16-90 days,2,
2013-07-10,4.0,16-90 days,2,
2013-07-17,3.0,16-90 days,2,
2013-07-24,3.0,16-90 days,2,
2013-07-31,3.0,16-90 days,2,
2013-08-07,4.0,16-90 days,2,
2013-08-14,4.0,16-90 days,2,
2013-08-21,4.0,16-90 days,2,
2013-08-28,4.0,16-90 days,2,
2013-09-04,5.0,16-90 days,2,
2013-09-11,5.0,16-90 days,2,
2013-09-18,4.0,16-90 days,2,
2013-09-25,4.0,16-90 days,2,
2013-10-02,4.0,16-90 days,2,
2013-10-09,4.0,16-90 days,2,
2013-10-16,3.0,16-90 days,2,
2013-10-23,4.0,16-90 days,2,
2013-10-30,4.0,16-90 days,2,
2013-11-06,4.0,16-90 days,2,
2013-11-13,4.0,16-90 days,2,
2013-11-20,3.0,16-90 days,2,
2013-11-27,3.0,16-90 days,2,
2013-12-04,298.0,16-90 days,2,
2013-12-11,298.0,16-90 days,2,
2013-12-18,297.0,16-90 days,2,
2013-12-25,297.0,16-90 days,2,
2014-01-01,298.0,16-90 days,2,
2014-01-08,298.0,16-90 days,2,
2014-01-15,299.0,16-90 days,2,
2014-01-22,298.0,16-90 days,2,
2014-01-29,298.0,16-90 days,2,
2014-02-05,298.0,16-90 days,2,
2014-02-12,298.0,16-90 days,2,
2014-02-19,3.0,16-90 days,2,
2014-02-26,3.0,16-90 days,2,
2014-03-05,40.0,16-90 days,2,
2014-03-12,40.0,16-90 days,2,
2014-03-19,38.0,16-90 days,2,
2014-03-26,38.0,16-90 days,2,
2014-04-02,39.0,16-90 days,2,
2014-04-09,39.0,16-90 days,2,
2014-04-16,38.0,16-90 days,2,
2014-04-23,38.0,16-90 days,2,
2014-04-30,37.0,16-90 days,2,
2014-05-07,77.0,16-90 days,2,
2014-05-14,77.0,16-90 days,2,
2014-05-21,42.0,16-90 days,2,
2014-05-28,42.0,16-90 days,2,
2014-06-04,47.0,16-90 days,2,
2014-06-11,47.0,16-90 days,2,
2014-06-18,46.0,16-90 days,2,
2014-06-25,46.0,16-90 days,2,
2014-07-02,47.0,16-90 days,2,
2014-07-09,47.0,16-90 days,2,
2014-07-16,7.0,16-90 days,2,
2014-07-23,7.0,16-90 days,2,
2014-07-30,7.0,16-90 days,2,
2014-08-06,6.0,16-90 days,2,
2014-08-13,6.0,16-90 days,2,
2014-08-20,89.0,16-90 days,2,
2014-08-27,89.0,16-90 days,2,
2014-09-03,90.0,16-90 days,2,
2014-09-10,90.0,16-90 days,2,
2014-09-17,89.0,16-90 days,2,
2014-09-24,89.0,16-90 days,2,
2014-10-01,89.0,16-90 days,2,
2014-10-08,90.0,16-90 days,2,
2014-10-15,90.0,16-90 days,2,
2014-10-22,89.0,16-90 days,2,
2014-10-29,89.0,16-90 days,2,
2014-11-05,2.0,16-90 days,2,
2014-11-12,2.0,16-90 days,2,
2014-11-19,4.0,16-90 days,2,
2014-11-26,4.0,16-90 days,2,
2014-12-03,4.0,16-90 days,2,
2014-12-10,4.0,16-90 days,2,
2014-12-17,4.0,16-90 days,2,
2014-12-24,4.0,16-90 days,2,
2014-12-31,5.0,16-90 days,2,
2015-01-07,5.0,16-90 days,2,
2015-01-14,5.0,16-90 days,2,
2015-01-21,6.0,16-90 days,2,
2015-01-28,6.0,16-90 days,2,
2015-02-04,453.0,16-90 days,2,
2015-02-11,453.0,16-90 days,2,
2015-02-18,1900.0,16-90 days,2,
2015-02-25,1900.0,16-90 days,2,
2015-03-04,1900.0,16-90 days,2,
2015-03-11,1900.0,16-90 days,2,
2015-03-18,1899.0,16-90 days,2,
2015-03-25,1899.0,16-90 days,2,
2015-04-01,1899.0,16-90 days,2,
2015-04-08,1899.0,16-90 days,2,
2015-04-15,1449.0,16-90 days,2,
2015-04-22,1449.0,16-90 days,2,
2015-04-29,1449.0,16-90 days,2,
2015-05-06,2.0,16-90 days,2,
2015-05-13,2.0,16-90 days,2,
2015-05-20,1289.0,16-90 days,2,
2015-05-27,1289.0,16-90 days,2,
2015-06-03,1289.0,16-90 days,2,
2015-06-10,1289.0,16-90 days,2,
2015-06-17,1288.0,16-90 days,2,
2015-06-24,1288.0,16-90 days,2,
2015-07-01,1288.0,16-90 days,2,
2015-07-08,1289.0,16-90 days,2,
2015-07-15,1289.0,16-90 days,2,
2015-07-22,1288.0,16-90 days,2,
2015-07-29,1288.0,16-90 days,2,
2015-08-05,2.0,16-90 days,2,
2015-08-12,2.0,16-90 days,2,
2015-08-19,327.0,16-90 days,2,
2015-08-26,327.0,16-90 days,2,
2015-09-02,327.0,16-90 days,2,
2015-09-09,327.0,16-90 days,2,
2015-09-16,327.0,16-90 days,2,
2015-09-23,327.0,16-90 days,2,
2015-09-30,327.0,16-90 days,2,
2015-10-07,327.0,16-90 days,2,
2015-10-14,327.0,16-90 days,2,
2015-10-21,327.0,16-90 days,2,
2015-10-28,327.0,16-90 days,2,
2015-11-04,1912.0,16-90 days,2,
2015-11-11,1912.0,16-90 days,2,
2015-11-18,6780.0,16-90 days,2,
2015-11-25,6780.0,16-90 days,2,
2015-12-02,38619.0,16-90 days,2,
2015-12-09,38619.0,16-90 days,2,
2015-12-16,38619.0,16-90 days,2,
2015-12-23,38619.0,16-90 days,2,
2015-12-30,38619.0,16-90 days,2,
2016-01-06,62206.0,16-90 days,2,
2016-01-13,62206.0,16-90 days,2,
2016-01-20,60689.0,16-90 days,2,
2016-01-27,60689.0,16-90 days,2,
2016-02-03,83192.0,16-90 days,2,
2016-02-10,83192.0,16-90 days,2,
2016-02-17,65374.0,16-90 days,2,
2016-02-24,65373.0,16-90 days,2,
2016-03-02,90621.0,16-90 days,2,
2016-03-09,90621.0,16-90 days,2,
2016-03-16,67034.0,16-90 days,2,
2016-03-23,67034.0,16-90 days,2,
2016-03-30,67034.0,16-90 days,2,
2016-04-06,80207.0,16-90 days,2,
2016-04-13,80207.0,16-90 days,2,
2016-04-20,56443.0,16-90 days,2,
2016-04-27,56444.0,16-90 days,2,
2016-05-04,49618.0,16-90 days,2,
2016-05-11,49621.0,16-90 days,2,
2016-05-18,30727.0,16-90 days,2,
2016-05-25,30731.0,16-90 days,2,
2016-06-01,30734.0,16-90 days,2,
2016-06-08,37714.0,16-90 days,2,
2016-06-15,24151.0,16-90 days,2,
2016-06-22,24155.0,16-90 days,2,
2016-06-29,24159.0,16-90 days,2,
2016-07-06,27346.0,16-90 days,2,
2016-07-13,27346.0,16-90 days,2,
2016-07-20,20153.0,16-90 days,2,
2016-07-27,20153.0,16-90 days,2,
2016-08-03,20332.0,16-90 days,2,
2016-08-10,20332.0,16-90 days,2,
2016-08-17,26929.0,16-90 days,2,
2016-08-24,26929.0,16-90 days,2,
2016-08-31,26929.0,16-90 days,2,
2016-09-07,37466.0,16-90 days,2,
2016-09-14,37466.0,16-90 days,2,
2016-09-21,30639.0,16-90 days,2,
2016-09-28,30639.0,16-90 days,2,
2016-10-05,42341.0,16-90 days,2,
2016-10-12,42341.0,16-90 days,2,
2016-10-19,38905.0,16-90 days,2,
2016-10-26,38905.0,16-90 days,2,
2016-11-02,32689.0,16-90 days,2,
2016-11-09,32691.0,16-90 days,2,
2016-11-16,22156.0,16-90 days,2,
2016-11-23,29316.0,16-90 days,2,
2016-11-30,42493.0,16-90 days,2,
2016-12-07,42494.0,16-90 days,2,
2016-12-14,42495.0,16-90 days,2,
2016-12-21,30794.0,16-90 days,2,
2016-12-28,30795.0,16-90 days,2,
2017-01-04,41249.0,16-90 days,2,
2017-01-11,41249.0,16-90 days,2,
2017-01-18,34350.0,16-90 days,2,
2017-01-25,34350.0,16-90 days,2,
2017-02-01,41249.0,16-90 days,2,
2017-02-08,41249.0,16-90 days,2,
2017-02-15,48558.0,16-90 days,2,
2017-02-22,48558.0,16-90 days,2,
2017-03-01,48558.0,16-90 days,2,
2017-03-08,60468.0,16-90 days,2,
2017-03-15,60469.0,16-90 days,2,
2017-03-22,46910.0,16-90 days,2,
2017-03-29,46911.0,16-90 days,2,
2017-04-05,59336.0,16-90 days,2,
2017-04-12,59336.0,16-90 days,2,
2017-04-19,46550.0,16-90 days,2,
2017-04-26,46551.0,16-90 days,2,
2017-05-03,37862.0,16-90 days,2,
2017-05-10,37862.0,16-90 days,2,
2017-05-17,44608.0,16-90 days,2,
2017-05-24,44608.0,16-90 days,2,
2017-05-31,44608.0,16-90 days,2,
2017-06-07,47806.0,16-90 days,2,
2017-06-14,47807.0,16-90 days,2,
2017-06-21,34923.0,16-90 days,2,
2017-06-28,34924.0,16-90 days,2,
2017-07-05,44593.0,16-90 days,2,
2017-07-12,44593.0,16-90 days,2,
2017-07-19,32799.0,16-90 days,2,
2017-07-26,32799.0,16-90 days,2,
2017-08-02,22845.0,16-90 days,2,
2017-08-09,22845.0,16-90 days,2,
2017-08-16,19648.0,16-90 days,2,
2017-08-23,30691.0,16-90 days,2,
2017-08-30,30691.0,16-90 days,2,
2017-09-06,38559.0,16-90 days,2,
2017-09-13,38559.0,16-90 days,2,
2017-09-20,27613.0,16-90 days,2,
2017-09-27,27613.0,16-90 days,2,
2017-10-04,45116.0,16-90 days,2,
2017-10-11,45116.0,16-90 days,2,
2017-10-18,39494.0,16-90 days,2,
2017-10-25,39496.0,16-90 days,2,
2017-11-01,28456.0,16-90 days,2,
2017-11-08,56307.0,16-90 days,2,
2017-11-15,48442.0,16-90 days,2,
2017-11-22,65010.0,16-90 days,2,
2017-11-29,65013.0,16-90 days,2,
2017-12-06,97060.0,16-90 days,2,
2017-12-13,97060.0,16-90 days,2,
2017-12-20,79556.0,16-90 days,2,
2017-12-27,79555.0,16-90 days,2,
2018-01-03,107658.0,16-90 days,2,
2018-01-10,107658.0,16-90 days,2,
2018-01-17,80038.0,16-90 days,2,
2018-01-24,80038.0,16-90 days,2,
2018-01-31,97821.0,16-90 days,2,
2018-02-07,97821.0,16-90 days,2,
2018-02-14,92002.0,16-90 days,2,
2018-02-21,92002.0,16-90 days,2,
2018-02-28,92002.0,16-90 days,2,
2018-03-07,120481.0,16-90 days,2,
2018-03-14,120481.0,16-90 days,2,
2018-03-21,89280.0,16-90 days,2,
2018-03-28,89281.0,16-90 days,2,
2018-04-04,119506.0,16-90 days,2,
2018-04-11,119506.0,16-90 days,2,
2018-04-18,86282.0,16-90 days,2,
2018-04-25,86284.0,16-90 days,2,
2018-05-02,90359.0,16-90 days,2,
2018-05-09,90360.0,16-90 days,2,
2018-05-16,61882.0,16-90 days,2,
2018-05-23,84951.0,16-90 days,2,
2018-05-30,84952.0,16-90 days,2,
2018-06-06,105885.0,16-90 days,2,
2018-06-13,105886.0,16-90 days,2,
2018-06-20,75434.0,16-90 days,2,
2018-06-27,75435.0,16-90 days,2,
2018-07-04,93310.0,16-90 days,2,
2018-07-11,93310.0,16-90 days,2,
2018-07-18,63008.0,16-90 days,2,
2018-07-25,63008.0,16-90 days,2,
2018-08-01,39939.0,16-90 days,2,
2018-08-08,63772.0,16-90 days,2,
2018-08-15,63772.0,16-90 days,2,
2018-08-22,77244.0,16-90 days,2,
2018-08-29,77244.0,16-90 days,2,
2018-09-05,102160.0,16-90 days,2,
2018-09-12,102160.0,16-90 days,2,
2018-09-19,83154.0,16-90 days,2,
2018-09-26,83128.0,16-90 days,2,
2018-10-03,101337.0,16-90 days,2,
2018-10-10,101337.0,16-90 days,2,
2018-10-17,79615.0,16-90 days,2,
2018-10-24,79515.0,16-90 days,2,
2018-10-31,45211.0,16-90 days,2,
2018-11-07,59402.0,16-90 days,2,
2018-11-14,59403.0,16-90 days,2,
2018-11-21,78011.0,16-90 days,2,
2018-11-28,78011.0,16-90 days,2,
2018-12-05,90541.0,16-90 days,2,
2018-12-12,90542.0,16-90 days,2,
2018-12-19,72333.0,16-90 days,2,
2018-12-26,72334.0,16-90 days,2,
2019-01-02,92622.0,16-90 days,2,
2019-01-09,92622.0,16-90 days,2,
2019-01-16,78611.0,16-90 days,2,
2019-01-23,78611.0,16-90 days,2,
2019-01-30,110357.0,16-90 days,2,
2019-02-06,66834.0,16-90 days,2,
2019-02-13,54305.0,16-90 days,2,
2019-02-20,92780.0,16-90 days,2,
2019-02-27,92780.0,16-90 days,2,
2019-03-06,112837.0,16-90 days,2,
2019-03-13,112837.0,16-90 days,2,
2019-03-20,90458.0,16-90 days,2,
2019-03-27,90458.0,16-90 days,2,
2019-04-03,111741.0,16-90 days,2,
2019-04-10,111741.0,16-90 days,2,
2019-04-17,82182.0,16-90 days,2,
2019-04-24,82182.0,16-90 days,2,
2019-05-01,43808.0,16-90 days,2,
2019-05-08,63116.0,16-90 days,2,
2019-05-15,63117.0,16-90 days,2,
2019-05-22,97826.0,16-90 days,2,
2019-05-29,97821.0,16-90 days,2,
2019-06-05,112451.0,16-90 days,2,
2019-06-12,112457.0,16-90 days,2,
2019-06-19,90995.0,16-90 days,2,
2019-06-26,90993.0,16-90 days,2,
2019-07-03,101784.0,16-90 days,2,
2019-07-10,101784.0,16-90 days,2,
2019-07-17,82476.0,16-90 days,2,
2019-07-24,82473.0,16-90 days,2,
2019-07-31,27659.0,16-90 days,2,
2019-08-07,43341.0,16-90 days,2,
2019-08-14,43341.0,16-90 days,2,
2019-08-21,70603.0,16-90 days,2,
2019-08-28,70603.0,16-90 days,2,
2019-09-04,78951.0,16-90 days,2,
2019-09-11,78951.0,16-90 days,2,
2019-09-18,66593.0,16-90 days,2,
2019-09-25,66568.0,16-90 days,2,
2019-10-02,77461.0,16-90 days,2,
2019-10-09,77561.0,16-90 days,2,
2019-10-16,63032.0,16-90 days,2,
2019-10-23,77195.0,16-90 days,2,
2019-10-30,81959.0,16-90 days,2,
2019-11-06,65966.0,16-90 days,2,
2019-11-13,66967.0,16-90 days,2,
2019-11-20,96881.0,16-90 days,2,
2019-11-27,97984.0,16-90 days,2,
2019-12-04,110535.0,16-90 days,2,
2019-12-11,110472.0,16-90 days,2,
2019-12-18,104466.0,16-90 days,2,
2019-12-25,114373.0,16-90 days,2,
2020-01-01,115689.0,16-90 days,2,
2020-01-08,125491.0,16-90 days,2,
2020-01-15,131504.0,16-90 days,2,
2020-01-22,126629.0,16-90 days,2,
2020-01-29,135202.0,16-90 days,2,
2020-02-05,115176.0,16-90 days,2,
2020-02-12,129306.0,16-90 days,2,
2020-02-19,170808.0,16-90 days,2,
2020-02-26,188784.0,16-90 days,2,
2020-03-04,213281.0,16-90 days,2,
2020-03-11,221961.0,16-90 days,2,
2020-03-18,211429.0,16-90 days,2,
2020-03-25,221051.0,16-90 days,2,
2020-04-01,233009.0,16-90 days,2,
2020-04-08,233415.0,16-90 days,2,
2020-04-15,225035.0,16-90 days,2,
2020-04-22,243599.0,16-90 days,2,
2020-04-29,249856.0,16-90 days,2,
2020-05-06,213636.0,16-90 days,2,
2020-05-13,217461.0,16-90 days,2,
2020-05-20,274175.0,16-90 days,2,
2020-05-27,279039.0,16-90 days,2,
2020-06-03,283619.0,16-90 days,2,
2020-06-10,292827.0,16-90 days,2,
2020-06-17,276151.0,16-90 days,2,
2020-06-24,274008.0,16-90 days,2,
2020-07-01,250820.0,16-90 days,2,
2020-07-08,270043.0,16-90 days,2,
2020-07-15,279380.0,16-90 days,2,
2020-07-22,259225.0,16-90 days,2,
2020-07-29,256470.0,16-90 days,2,
2020-08-05,208908.0,16-90 days,2,
2020-08-12,222451.0,16-90 days,2,
2020-08-19,237795.0,16-90 days,2,
2020-08-26,237185.0,16-90 days,2,
2020-09-02,263002.0,16-90 days,2,
2020-09-09,279463.0,16-90 days,2,
2020-09-16,257882.0,16-90 days,2,
2020-09-23,247998.0,16-90 days,2,
2020-09-30,238394.0,16-90 days,2,
2020-10-07,281358.0,16-90 days,2,
2020-10-14,284509.0,16-90 days,2,
2020-10-21,264999.0,16-90 days,2,
2020-10-28,269340.0,16-90 days,2,
2020-11-04,272111.0,16-90 days,2,
2020-11-11,285323.0,16-90 days,2,
2020-11-18,284427.0,16-90 days,2,
2020-11-25,290750.0,16-90 days,2,
2020-12-02,335898.0,16-90 days,2,
2020-12-09,345014.0,16-90 days,2,
2020-12-16,306309.0,16-90 days,2,
2020-12-23,303338.0,16-90 days,2,
2020-12-30,295783.0,16-90 days,2,
2021-01-06,320631.0,16-90 days,2,
2021-01-13,316376.0,16-90 days,2,
2021-01-20,302054.0,16-90 days,2,
2021-01-27,307379.0,16-90 days,2,
2021-02-03,307213.0,16-90 days,2,
2021-02-10,307059.0,16-90 days,2,
2021-02-17,326865.0,16-90 days,2,
2021-02-24,335070.0,16-90 days,2,
2021-03-03,367586.0,16-90 days,2,
2021-03-10,377085.0,16-90 days,2,
2021-03-17,345726.0,16-90 days,2,
2021-03-24,345338.0,16-90 days,2,
2021-03-31,317893.0,16-90 days,2,
2021-04-07,350381.0,16-90 days,2,
2021-04-14,353207.0,16-90 days,2,
2021-04-21,326195.0,16-90 days,2,
2021-04-28,327552.0,16-90 days,2,
2021-05-05,278205.0,16-90 days,2,
2021-05-12,283706.0,16-90 days,2,
2021-05-19,300258.0,16-90 days,2,
2021-05-26,303665.0,16-90 days,2,
2021-06-02,316521.0,16-90 days,2,
2021-06-09,327810.0,16-90 days,2,
2021-06-16,292109.0,16-90 days,2,
2021-06-23,299927.0,16-90 days,2,
2021-06-30,267131.0,16-90 days,2,
2021-07-07,295430.0,16-90 days,2,
2021-07-14,301951.0,16-90 days,2,
2021-07-21,285248.0,16-90 days,2,
2021-07-28,282952.0,16-90 days,2,
2021-08-04,249075.0,16-90 days,2,
2021-08-11,258414.0,16-90 days,2,
2021-08-18,297515.0,16-90 days,2,
2021-08-25,297972.0,16-90 days,2,
2021-09-01,304096.0,16-90 days,2,
2021-09-08,319834.0,16-90 days,2,
2021-09-15,287834.0,16-90 days,2,
2021-09-22,296375.0,16-90 days,2,
2021-09-29,289201.0,16-90 days,2,
2021-10-06,318226.0,16-90 days,2,
2021-10-13,319321.0,16-90 days,2,
2021-10-20,304867.0,16-90 days,2,
2021-10-27,318997.0,16-90 days,2,
2021-11-03,273726.0,16-90 days,2,
2021-11-10,285678.0,16-90 days,2,
2021-11-17,315439.0,16-90 days,2,
2021-11-24,322968.0,16-90 days,2,
2021-12-01,343938.0,16-90 days,2,
2021-12-08,355839.0,16-90 days,2,
2021-12-15,365204.0,16-90 days,2,
2021-12-22,329799.0,16-90 days,2,
2021-12-29,320220.0,16-90 days,2,
2022-01-05,334601.0,16-90 days,2,
2022-01-12,329686.0,16-90 days,2,
2022-01-19,319379.0,16-90 days,2,
2022-01-26,326564.0,16-90 days,2,
2022-02-02,284249.0,16-90 days,2,
2022-02-09,285648.0,16-90 days,2,
2022-02-16,324187.0,16-90 days,2,
2022-02-23,332226.0,16-90 days,2,
2022-03-02,339544.0,16-90 days,2,
2022-03-09,348887.0,16-90 days,2,
2022-03-16,311189.0,16-90 days,2,
2022-03-23,325999.0,16-90 days,2,
2022-03-30,316195.0,16-90 days,2,
2022-04-06,323510.0,16-90 days,2,
2022-04-13,325527.0,16-90 days,2,
2022-04-20,327570.0,16-90 days,2,
2022-04-27,328227.0,16-90 days,2,
2022-05-04,281662.0,16-90 days,2,
2022-05-11,286505.0,16-90 days,2,
2022-05-18,346689.0,16-90 days,2,
2022-05-25,349105.0,16-90 days,2,
2022-06-01,331056.0,16-90 days,2,
2022-06-08,369205.0,16-90 days,2,
2022-06-15,333462.0,16-90 days,2,
2022-06-22,338185.0,16-90 days,2,
2022-06-29,325023.0,16-90 days,2,
2022-07-06,335728.0,16-90 days,2,
2022-07-13,342128.0,16-90 days,2,
2022-07-20,322875.0,16-90 days,2,
2022-07-27,321128.0,16-90 days,2,
2022-08-03,269234.0,16-90 days,2,
2022-08-10,279513.0,16-90 days,2,
2022-08-17,323810.0,16-90 days,2,
2022-08-24,324425.0,16-90 days,2,
2022-08-31,317001.0,16-90 days,2,
2022-09-07,366228.0,16-90 days,2,
2022-09-14,358104.0,16-90 days,2,
2022-09-21,325495.0,16-90 days,2,
2022-09-28,316644.0,16-90 days,2,
2022-10-05,347710.0,16-90 days,2,
2022-10-12,346045.0,16-90 days,2,
2022-10-19,323378.0,16-90 days,2,
2022-10-26,323110.0,16-90 days,2,
2022-11-02,287151.0,16-90 days,2,
2022-11-09,301375.0,16-90 days,2,
2022-11-16,246856.0,16-90 days,2,
2022-11-23,321595.0,16-90 days,2,
2022-11-30,375394.0,16-90 days,2,
2022-12-07,383480.0,16-90 days,2,
2022-12-14,372633.0,16-90 days,2,
2022-12-21,333601.0,16-90 days,2,
2022-12-28,326728.0,16-90 days,2,
2023-01-04,356952.0,16-90 days,2,
2023-01-11,353364.0,16-90 days,2,
2023-01-18,334494.0,16-90 days,2,
2023-01-25,338952.0,16-90 days,2,
2023-02-01,326104.0,16-90 days,2,
2023-02-08,326604.0,16-90 days,2,
2023-02-15,320438.0,16-90 days,2,
2023-02-22,331325.0,16-90 days,2,
2023-03-01,327092.0,16-90 days,2,
2023-03-08,393294.0,16-90 days,2,
2023-03-15,388219.0,16-90 days,2,
2023-03-22,351347.0,16-90 days,2,
2023-03-29,343815.0,16-90 days,2,
2023-04-05,353015.0,16-90 days,2,
2023-04-12,354431.0,16-90 days,2,
2002-12-18,140816.0,91-365 days,3,
2002-12-25,141815.0,91-365 days,3,
2003-01-01,141840.0,91-365 days,3,
2003-01-08,142557.0,91-365 days,3,
2003-01-15,142959.0,91-365 days,3,
2003-01-22,143215.0,91-365 days,3,
2003-01-29,143207.0,91-365 days,3,
2003-02-05,142243.0,91-365 days,3,
2003-02-12,142780.0,91-365 days,3,
2003-02-19,145010.0,91-365 days,3,
2003-02-26,146752.0,91-365 days,3,
2003-03-05,149160.0,91-365 days,3,
2003-03-12,149837.0,91-365 days,3,
2003-03-19,149946.0,91-365 days,3,
2003-03-26,149322.0,91-365 days,3,
2003-04-02,150962.0,91-365 days,3,
2003-04-09,152215.0,91-365 days,3,
2003-04-16,153573.0,91-365 days,3,
2003-04-23,154035.0,91-365 days,3,
2003-04-30,153916.0,91-365 days,3,
2003-05-07,157125.0,91-365 days,3,
2003-05-14,156610.0,91-365 days,3,
2003-05-21,154489.0,91-365 days,3,
2003-05-28,153894.0,91-365 days,3,
2003-06-04,154845.0,91-365 days,3,
2003-06-11,155918.0,91-365 days,3,
2003-06-18,156513.0,91-365 days,3,
2003-06-25,156748.0,91-365 days,3,
2003-07-02,158535.0,91-365 days,3,
2003-07-09,158485.0,91-365 days,3,
2003-07-16,158993.0,91-365 days,3,
2003-07-23,159773.0,91-365 days,3,
2003-07-30,159660.0,91-365 days,3,
2003-08-06,161900.0,91-365 days,3,
2003-08-13,162065.0,91-365 days,3,
2003-08-20,160914.0,91-365 days,3,
2003-08-27,160830.0,91-365 days,3,
2003-09-03,162179.0,91-365 days,3,
2003-09-10,161449.0,91-365 days,3,
2003-09-17,160569.0,91-365 days,3,
2003-09-24,159492.0,91-365 days,3,
2003-10-01,166362.0,91-365 days,3,
2003-10-08,158422.0,91-365 days,3,
2003-10-15,158103.0,91-365 days,3,
2003-10-22,157831.0,91-365 days,3,
2003-10-29,157733.0,91-365 days,3,
2003-11-05,156936.0,91-365 days,3,
2003-11-12,157975.0,91-365 days,3,
2003-11-19,164942.0,91-365 days,3,
2003-11-26,165225.0,91-365 days,3,
2003-12-03,163322.0,91-365 days,3,
2003-12-10,163532.0,91-365 days,3,
2003-12-17,164208.0,91-365 days,3,
2003-12-24,164116.0,91-365 days,3,
2003-12-31,164071.0,91-365 days,3,
2004-01-07,162313.0,91-365 days,3,
2004-01-14,162203.0,91-365 days,3,
2004-01-21,163385.0,91-365 days,3,
2004-01-28,163330.0,91-365 days,3,
2004-02-04,162763.0,91-365 days,3,
2004-02-11,164122.0,91-365 days,3,
2004-02-18,158686.0,91-365 days,3,
2004-02-25,158892.0,91-365 days,3,
2004-03-03,161152.0,91-365 days,3,
2004-03-10,161316.0,91-365 days,3,
2004-03-17,161118.0,91-365 days,3,
2004-03-24,161315.0,91-365 days,3,
2004-03-31,169796.0,91-365 days,3,
2004-04-07,162020.0,91-365 days,3,
2004-04-14,161460.0,91-365 days,3,
2004-04-21,160538.0,91-365 days,3,
2004-04-28,159705.0,91-365 days,3,
2004-05-05,160782.0,91-365 days,3,
2004-05-12,160187.0,91-365 days,3,
2004-05-19,164308.0,91-365 days,3,
2004-05-26,163583.0,91-365 days,3,
2004-06-02,161315.0,91-365 days,3,
2004-06-09,155813.0,91-365 days,3,
2004-06-16,161528.0,91-365 days,3,
2004-06-23,161535.0,91-365 days,3,
2004-06-30,168585.0,91-365 days,3,
2004-07-07,161187.0,91-365 days,3,
2004-07-14,161815.0,91-365 days,3,
2004-07-21,164648.0,91-365 days,3,
2004-07-28,165151.0,91-365 days,3,
2004-08-04,165961.0,91-365 days,3,
2004-08-11,166742.0,91-365 days,3,
2004-08-18,162157.0,91-365 days,3,
2004-08-25,162874.0,91-365 days,3,
2004-09-01,164194.0,91-365 days,3,
2004-09-08,164877.0,91-365 days,3,
2004-09-15,165537.0,91-365 days,3,
2004-09-22,165875.0,91-365 days,3,
2004-09-29,166092.0,91-365 days,3,
2004-10-06,166867.0,91-365 days,3,
2004-10-13,167056.0,91-365 days,3,
2004-10-20,167785.0,91-365 days,3,
2004-10-27,169363.0,91-365 days,3,
2004-11-03,168281.0,91-365 days,3,
2004-11-10,168865.0,91-365 days,3,
2004-11-17,171751.0,91-365 days,3,
2004-11-24,173321.0,91-365 days,3,
2004-12-01,172435.0,91-365 days,3,
2004-12-08,172907.0,91-365 days,3,
2004-12-15,171974.0,91-365 days,3,
2004-12-22,170913.0,91-365 days,3,
2004-12-29,170856.0,91-365 days,3,
2005-01-05,170411.0,91-365 days,3,
2005-01-12,169865.0,91-365 days,3,
2005-01-19,170089.0,91-365 days,3,
2005-01-26,169681.0,91-365 days,3,
2005-02-02,167654.0,91-365 days,3,
2005-02-09,167189.0,91-365 days,3,
2005-02-16,158651.0,91-365 days,3,
2005-02-23,157795.0,91-365 days,3,
2005-03-02,158827.0,91-365 days,3,
2005-03-09,158911.0,91-365 days,3,
2005-03-16,159093.0,91-365 days,3,
2005-03-23,159615.0,91-365 days,3,
2005-03-30,159950.0,91-365 days,3,
2005-04-06,160318.0,91-365 days,3,
2005-04-13,159979.0,91-365 days,3,
2005-04-20,159694.0,91-365 days,3,
2005-04-27,159032.0,91-365 days,3,
2005-05-04,161061.0,91-365 days,3,
2005-05-11,160101.0,91-365 days,3,
2005-05-18,161583.0,91-365 days,3,
2005-05-25,160928.0,91-365 days,3,
2005-06-01,167571.0,91-365 days,3,
2005-06-08,159891.0,91-365 days,3,
2005-06-15,159709.0,91-365 days,3,
2005-06-22,159576.0,91-365 days,3,
2005-06-29,159160.0,91-365 days,3,
2005-07-06,160338.0,91-365 days,3,
2005-07-13,160378.0,91-365 days,3,
2005-07-20,167660.0,91-365 days,3,
2005-07-27,168541.0,91-365 days,3,
2005-08-03,171106.0,91-365 days,3,
2005-08-10,172293.0,91-365 days,3,
2005-08-17,169507.0,91-365 days,3,
